#FEDEM	R7.1.2 26 mai 2015 19:44:02
#PARENT	d:\Src\extra.git\SystemTests\12_SLA_tutorial\test.fmm
#FILE 	..\..\exported_curves.asc
#USER 	kmo
#DATE 	Sat May 30 07:39:50 2015
#
#DESCRIPTION	Force__1__veipådrag__Force_value_vs_Time	Axial_spring__1___Deflection_vs_Time	Axial_spring__1___Force_value_vs_Time	Axial_damper__1___Force_value_vs_Time	Axial_damper__1___Energy_loss_vs_Time	Link__1__lca__Center_of_Gravity_Triad__Angular_velocity__Lengt	Link__1__lca__Center_of_Gravity_Triad__Rotation_Angle_X_vs_Tim	Link__1__lca__Center_of_Gravity_Triad__Angular_acceleration__L	Ball_joint__4___Rx__Angle_vs_Time	Ball_joint__1___Rx__Angular_velocity_vs_Time	Free_joint__1___Tz__Length_vs_Time	Link__2__knuckle__Center_of_Gravity_Triad__Acceleration__Lengt	Link__2__knuckle__Center_of_Gravity_Triad__Velocity__Length_vs	Link__2__knuckle__Center_of_Gravity_Triad__Angular_velocity__L	Link__2__knuckle__Center_of_Gravity_Triad__Angular_acceleratio	Link__3__uca__Structural_energy__Strain_energy_vs_Time	Link__3__uca__Structural_energy__Kinetic_energy_vs_Time	Link__3__uca__Structural_energy__Energy_loss_vs_Time	Link__3__uca__Center_of_Gravity_Triad__Angular_velocity__Lengt	Triad__14___Local_coordinates__Angular_velocity__Length_vs_Tim
0.00000000e+000	3.94304614e+003	-1.91302252e-011	-1.43476691e-005	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	1.02221736e-026	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000
5.00000000e-003	3.93991797e+003	2.32195738e-003	1.74146802e+003	2.76429541e+003	3.20928812e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	4.95242439e-002	7.61340618e+000	-5.03322342e-003	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	1.63570233e-002	3.46427858e-001	0.00000000e+000	0.00000000e+000	1.81054784e+001
1.00000000e-002	3.95479199e+003	7.39515992e-003	5.54637012e+003	3.35934937e+003	1.87425327e+001	0.00000000e+000	0.00000000e+000	0.00000000e+000	1.42985970e-001	1.01481838e+001	-1.45592336e-002	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	4.24048267e-002	3.08967143e-001	0.00000000e+000	0.00000000e+000	1.71569445e+001
1.50000000e-002	3.98583325e+003	1.04024103e-002	7.80180762e+003	2.54817139e+002	2.41768837e+001	0.00000000e+000	0.00000000e+000	0.00000000e+000	1.86038509e-001	1.12091887e+000	-1.92222465e-002	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	2.17853580e-002	1.08587672e-004	0.00000000e+000	0.00000000e+000	5.09850836e-001
2.00000000e-002	3.98563794e+003	9.98049136e-003	7.48536865e+003	-7.83852112e+002	2.42884884e+001	0.00000000e+000	0.00000000e+000	0.00000000e+000	1.75518066e-001	-2.70326304e+000	-1.82544272e-002	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	3.22629698e-002	1.31861148e-002	0.00000000e+000	0.00000000e+000	3.38277915e+000
2.50000000e-002	3.98205518e+003	9.20596812e-003	6.90447607e+003	-1.44605698e+002	2.46480446e+001	0.00000000e+000	0.00000000e+000	0.00000000e+000	1.63329706e-001	-9.91860107e-002	-1.69747658e-002	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	2.56701838e-002	1.37222733e-003	0.00000000e+000	0.00000000e+000	1.34294172e+000
3.00000000e-002	3.99169165e+003	9.18773096e-003	6.89079834e+003	1.24926338e+002	2.46482239e+001	0.00000000e+000	0.00000000e+000	0.00000000e+000	1.63642481e-001	3.90256792e-002	-1.69918817e-002	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	2.69934554e-002	1.55603082e-003	0.00000000e+000	0.00000000e+000	1.40237556e+000
3.50000000e-002	4.02385229e+003	9.39838216e-003	7.04878662e+003	1.28629517e+002	2.46749306e+001	0.00000000e+000	0.00000000e+000	0.00000000e+000	1.67964205e-001	6.45699918e-001	-1.74083356e-002	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	3.03691179e-002	2.15439810e-004	0.00000000e+000	0.00000000e+000	4.18559700e-001
4.00000000e-002	4.04148584e+003	9.51599423e-003	7.13699561e+003	1.29793291e+001	2.46832581e+001	0.00000000e+000	0.00000000e+000	0.00000000e+000	1.69207707e-001	-1.22742549e-001	-1.75641421e-002	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	2.60207728e-002	4.13763955e-005	0.00000000e+000	0.00000000e+000	2.58368897e-001
4.50000000e-002	3.99833765e+003	9.48285870e-003	7.11214404e+003	-5.34875298e+001	2.46839294e+001	0.00000000e+000	0.00000000e+000	0.00000000e+000	1.68878719e-001	-8.24985355e-002	-1.75165068e-002	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	3.05522662e-002	8.63268651e-005	0.00000000e+000	0.00000000e+000	2.98590484e-001
