#FEDEM	R7.0 30 Nov 2012 10:06:52
#PARENT	N:\Software_Testing\Regression_Tests\08_vannfylt_bjelke\test.fmm
#FILE 	..\..\exported_curves.asc
#USER 	kmo
#DATE 	Mon Sep 02 17:07:46 2013
#
#DESCRIPTION	Free_joint__1__0_0_joint__Tz__Length_vs_Time	Free_joint__1__0_0_joint__Tz__Acceleration_vs_Time	Free_joint__2__10_0_joint__Tz__Length_vs_Time	Free_joint__2__10_0_joint__Tz__Acceleration_vs_Time
0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000	0.00000000e+000
1.00000000e-002	-1.83607262e-004	-6.06966162e+000	-1.83607262e-004	-6.06966162e+000
2.00000000e-002	-8.69630778e-004	-6.67662764e+000	-8.69630778e-004	-6.67662764e+000
3.00000000e-002	-2.21286202e-003	-6.73732424e+000	-2.21286202e-003	-6.73732424e+000
4.00000000e-002	-4.22878005e-003	-6.74339390e+000	-4.22878005e-003	-6.74339390e+000
5.00000000e-002	-6.91893324e-003	-6.74400091e+000	-6.91893324e-003	-6.74400091e+000
6.00000000e-002	-1.02834757e-002	-6.74406147e+000	-1.02834757e-002	-6.74406147e+000
7.00000000e-002	-1.43224243e-002	-6.74406767e+000	-1.43224243e-002	-6.74406767e+000
8.00000000e-002	-1.90357789e-002	-6.74406815e+000	-1.90357789e-002	-6.74406815e+000
9.00000000e-002	-2.44235396e-002	-6.74406862e+000	-2.44235396e-002	-6.74406862e+000
1.00000000e-001	-3.04857083e-002	-6.74406862e+000	-3.04857083e-002	-6.74406862e+000
1.10000000e-001	-3.72222811e-002	-6.74406862e+000	-3.72222811e-002	-6.74406862e+000
1.20000000e-001	-4.46332656e-002	-6.74406862e+000	-4.46332656e-002	-6.74406862e+000
1.30000000e-001	-5.27186543e-002	-6.74406862e+000	-5.27186543e-002	-6.74406862e+000
1.40000000e-001	-6.14784472e-002	-6.74406862e+000	-6.14784472e-002	-6.74406862e+000
1.50000000e-001	-7.09126517e-002	-6.74406862e+000	-7.09126517e-002	-6.74406862e+000
1.60000000e-001	-8.10212567e-002	-6.74406862e+000	-8.10212567e-002	-6.74406862e+000
1.70000000e-001	-9.18042734e-002	-6.74406862e+000	-9.18042734e-002	-6.74406862e+000
1.80000000e-001	-1.03261702e-001	-6.74406862e+000	-1.03261702e-001	-6.74406862e+000
1.90000000e-001	-1.15393527e-001	-6.74406862e+000	-1.15393527e-001	-6.74406862e+000
2.00000000e-001	-1.28199771e-001	-6.74406862e+000	-1.28199771e-001	-6.74406862e+000
2.10000000e-001	-1.41680405e-001	-6.74406862e+000	-1.41680405e-001	-6.74406862e+000
2.20000000e-001	-1.55835465e-001	-6.74406862e+000	-1.55835465e-001	-6.74406862e+000
2.30000000e-001	-1.70664921e-001	-6.74406862e+000	-1.70664921e-001	-6.74406862e+000
2.40000000e-001	-1.86168775e-001	-6.74406862e+000	-1.86168775e-001	-6.74406862e+000
2.50000000e-001	-2.02347055e-001	-6.74406862e+000	-2.02347055e-001	-6.74406862e+000
2.60000000e-001	-2.19199732e-001	-6.74406862e+000	-2.19199732e-001	-6.74406862e+000
2.70000000e-001	-2.36726820e-001	-6.74406862e+000	-2.36726820e-001	-6.74406862e+000
2.80000000e-001	-2.54928291e-001	-6.74406862e+000	-2.54928291e-001	-6.74406862e+000
2.90000000e-001	-2.73804188e-001	-6.74406862e+000	-2.73804188e-001	-6.74406862e+000
3.00000000e-001	-2.93354511e-001	-6.74406862e+000	-2.93354511e-001	-6.74406862e+000
3.10000000e-001	-3.13579232e-001	-6.74406862e+000	-3.13579232e-001	-6.74406862e+000
3.20000000e-001	-3.34478348e-001	-6.74406862e+000	-3.34478348e-001	-6.74406862e+000
3.30000000e-001	-3.56051862e-001	-6.74406862e+000	-3.56051862e-001	-6.74406862e+000
3.40000000e-001	-3.78299803e-001	-6.74406862e+000	-3.78299803e-001	-6.74406862e+000
3.50000000e-001	-4.01222140e-001	-6.74406862e+000	-4.01222140e-001	-6.74406862e+000
3.60000000e-001	-4.24818873e-001	-6.74406862e+000	-4.24818873e-001	-6.74406862e+000
3.70000000e-001	-4.49090034e-001	-6.74406862e+000	-4.49090034e-001	-6.74406862e+000
3.80000000e-001	-4.74035591e-001	-6.74406862e+000	-4.74035591e-001	-6.74406862e+000
3.90000000e-001	-4.99655575e-001	-6.74406862e+000	-4.99655575e-001	-6.74406862e+000
4.00000000e-001	-5.25949955e-001	-6.74406862e+000	-5.25949955e-001	-6.74406862e+000
4.10000000e-001	-5.52918732e-001	-6.74406862e+000	-5.52918732e-001	-6.74406862e+000
4.20000000e-001	-5.80561876e-001	-6.74406862e+000	-5.80561876e-001	-6.74406862e+000
4.30000000e-001	-6.08879507e-001	-6.74406862e+000	-6.08879507e-001	-6.74406862e+000
4.40000000e-001	-6.37871504e-001	-6.74406862e+000	-6.37871504e-001	-6.74406862e+000
4.50000000e-001	-6.67537928e-001	-6.74406862e+000	-6.67537928e-001	-6.74406862e+000
4.60000000e-001	-6.97878718e-001	-6.74406862e+000	-6.97878718e-001	-6.74406862e+000
4.70000000e-001	-7.28893936e-001	-6.74406862e+000	-7.28893936e-001	-6.74406862e+000
4.80000000e-001	-7.60583580e-001	-6.74406862e+000	-7.60583580e-001	-6.74406862e+000
4.90000000e-001	-7.92947590e-001	-6.74406862e+000	-7.92947590e-001	-6.74406862e+000
5.00000000e-001	-8.25986028e-001	-6.74406862e+000	-8.25986028e-001	-6.74406862e+000
5.10000000e-001	-8.59698892e-001	-6.74406862e+000	-8.59698892e-001	-6.74406862e+000
5.20000000e-001	-8.94086123e-001	-6.74406862e+000	-8.94086123e-001	-6.74406862e+000
5.30000000e-001	-9.29147840e-001	-6.74406862e+000	-9.29147840e-001	-6.74406862e+000
5.40000000e-001	-9.64883864e-001	-6.74406862e+000	-9.64883864e-001	-6.74406862e+000
5.50000000e-001	-1.00129437e+000	-6.74406862e+000	-1.00129437e+000	-6.74406862e+000
5.60000000e-001	-1.03837919e+000	-6.74406862e+000	-1.03837919e+000	-6.74406862e+000
5.70000000e-001	-1.07613850e+000	-6.74406862e+000	-1.07613850e+000	-6.74406862e+000
5.80000000e-001	-1.11457217e+000	-6.74406862e+000	-1.11457217e+000	-6.74406862e+000
5.90000000e-001	-1.15368032e+000	-6.74406862e+000	-1.15368032e+000	-6.74406862e+000
6.00000000e-001	-1.19346285e+000	-6.74406862e+000	-1.19346285e+000	-6.74406862e+000
6.10000000e-001	-1.23391974e+000	-6.74406862e+000	-1.23391974e+000	-6.74406862e+000
6.20000000e-001	-1.27505112e+000	-6.74406862e+000	-1.27505112e+000	-6.74406862e+000
6.30000000e-001	-1.31685686e+000	-6.74406862e+000	-1.31685686e+000	-6.74406862e+000
6.40000000e-001	-1.35933697e+000	-6.74406862e+000	-1.35933697e+000	-6.74406862e+000
6.50000000e-001	-1.40249145e+000	-6.74406862e+000	-1.40249145e+000	-6.74406862e+000
6.60000000e-001	-1.44632041e+000	-6.74406862e+000	-1.44632041e+000	-6.74406862e+000
6.70000000e-001	-1.49082375e+000	-6.74406862e+000	-1.49082375e+000	-6.74406862e+000
6.80000000e-001	-1.53600156e+000	-6.74406862e+000	-1.53600156e+000	-6.74406862e+000
6.90000000e-001	-1.58185375e+000	-6.74406862e+000	-1.58185375e+000	-6.74406862e+000
7.00000000e-001	-1.62838030e+000	-6.74406862e+000	-1.62838030e+000	-6.74406862e+000
7.10000000e-001	-1.67558134e+000	-6.74406862e+000	-1.67558134e+000	-6.74406862e+000
7.20000000e-001	-1.72345674e+000	-6.74406862e+000	-1.72345674e+000	-6.74406862e+000
7.30000000e-001	-1.77200651e+000	-6.74406862e+000	-1.77200651e+000	-6.74406862e+000
7.40000000e-001	-1.82123065e+000	-6.74406862e+000	-1.82123065e+000	-6.74406862e+000
7.50000000e-001	-1.87112927e+000	-6.74406862e+000	-1.87112927e+000	-6.74406862e+000
7.60000000e-001	-1.92170238e+000	-6.74406862e+000	-1.92170238e+000	-6.74406862e+000
7.70000000e-001	-1.97294974e+000	-6.74406862e+000	-1.97294974e+000	-6.74406862e+000
7.80000000e-001	-2.02487159e+000	-6.74406862e+000	-2.02487159e+000	-6.74406862e+000
7.90000000e-001	-2.07746792e+000	-6.74406862e+000	-2.07746792e+000	-6.74406862e+000
8.00000000e-001	-2.13073850e+000	-6.74406862e+000	-2.13073850e+000	-6.74406862e+000
8.10000000e-001	-2.18468356e+000	-6.74406862e+000	-2.18468356e+000	-6.74406862e+000
8.20000000e-001	-2.23930287e+000	-6.74406862e+000	-2.23930287e+000	-6.74406862e+000
8.30000000e-001	-2.29459691e+000	-6.74406862e+000	-2.29459691e+000	-6.74406862e+000
8.40000000e-001	-2.35056520e+000	-6.74406862e+000	-2.35056520e+000	-6.74406862e+000
