9.436682933998271627e-01,3.143396902531716552e-01,4.070664817135876162e-07
3.774674558829195004e+00,1.257358950209901405e+00,1.628266474639068018e-06
8.493020107007211550e+00,2.829057944246616607e+00,3.663600494419234141e-06
1.509870461194284452e+01,5.029436563772141433e+00,6.513068400430537623e-06
2.359172722605412531e+01,7.858494526447892703e+00,1.017666982704970753e-05
3.397208618897823840e+01,1.131623124587902574e+01,1.465440401490530901e-05
4.623977832461154236e+01,1.540264566407135050e+01,1.994626959391454323e-05
6.039479842637950213e+01,2.011773604666423054e+01,2.605226431810640423e-05
7.643713853074174835e+01,2.546149974091694546e+01,3.297238475223116905e-05
9.436678707892811246e+01,3.143393289648873790e+01,4.070662591015754495e-05
1.141837279669119738e+02,3.803503014896011081e+01,4.925498084505725358e-05
1.358879394836233985e+02,4.526478426615133088e+01,5.861744019137944570e-05
1.594793931374018712e+02,5.312318575719923786e+01,6.879399165861576823e-05
1.849580523707000452e+02,6.161022244441311813e+01,7.978461947685912606e-05
2.123238711630429236e+02,7.072587899789444066e+01,9.158930379415874067e-05
2.415767925222483257e+02,8.047013643297219687e+01,1.042080200256757138e-04
2.727167468639299841e+02,9.084297157036932902e+01,1.176407381546438460e-04
3.057436502792778583e+02,1.018443564592131594e+02,1.318874219851423515e-04
3.406574026911655437e+02,1.134742577627814057e+02,1.469480283466873189e-04
3.774578858985679517e+02,1.257326361071117731e+02,1.628225062506511215e-04
4.161449615093429202e+02,1.386194453923552601e+02,1.795107959985209160e-04
4.567184687613948881e+02,1.521346320670118644e+02,1.970128282420093089e-04
4.991782222322536313e+02,1.662781343650027850e+02,2.153285229950296171e-04
5.435240094371054056e+02,1.810498815054292834e+02,2.344577885975579500e-04
5.897555883153452214e+02,1.964497928554631017e+02,2.544005206313959631e-04
6.378726846056673594e+02,2.124777770558310976e+02,2.751566007878608459e-04
6.878749891097805857e+02,2.291337311094385143e+02,2.967258956874309784e-04
7.397621548448192925e+02,2.464175394327901074e+02,3.191082556513687488e-04
7.935337940844858622e+02,2.643290728702631895e+02,3.423035134253627366e-04
8.491894752890880227e+02,2.828681876716123611e+02,3.663114828552214335e-04
9.067287199244841531e+02,3.020347244322187521e+02,3.911319575146574262e-04
9.661509991700969522e+02,3.218285069965481853e+02,4.167647092852199363e-04
1.027455730516091080e+03,3.422493413247208878e+02,4.432094868884135026e-04
1.090642274249874390e+03,3.632970143218614112e+02,4.704660143700661770e-04
1.155709929832024500e+03,3.849712926312217860e+02,4.985339895370108224e-04
1.222657932161843291e+03,4.072719213899569013e+02,5.274130823461466253e-04
1.291485447732663715e+03,4.301986229485113427e+02,5.571029332459537893e-04
1.362191570677173559e+03,4.537510955532584944e+02,5.876031514705509643e-04
1.434775318702897948e+03,4.779290119926862417e+02,6.189133132863695180e-04
1.509235628918071598e+03,5.027320182065942049e+02,6.510329601915654284e-04
1.585571353548168645e+03,5.281597318597553112e+02,6.839615970682501669e-04
1.663781255543387488e+03,5.542117408783533392e+02,7.176986902876706775e-04
1.743864004077286154e+03,5.808876019504481292e+02,7.522436657684539174e-04
1.825818169936919048e+03,6.081868389908307790e+02,7.875959069880547397e-04
1.909642220804878889e+03,6.361089415690674969e+02,8.237547529475413395e-04
1.995334516433476892e+03,6.646533633020044363e+02,8.607194960898813295e-04
2.082893303711482531e+03,6.938195202104662940e+02,8.984893801718805582e-04
2.172316711623926494e+03,7.236067890406588958e+02,9.370635980899715608e-04
2.263602746105222650e+03,7.540145055490273762e+02,9.764412896600098294e-04
2.356749284786255430e+03,7.850419627530106936e+02,1.016621539351307861e-03
2.451754071635817127e+03,8.166884091459320416e+02,1.057603373975098560e-03
2.548614711496904420e+03,8.489530468767640059e+02,1.099385760327670648e-03
2.647328664518555343e+03,8.818350298956179358e+02,1.141967602788409274e-03
2.747893240483735553e+03,9.153334620640447383e+02,1.185347740872998590e-03
2.850305593033883270e+03,9.494473952315138376e+02,1.229524946742065238e-03
2.954562713790765883e+03,9.841758272771829752e+02,1.274497922665543447e-03
3.060661426376590953e+03,1.019517700117461800e+03,1.320265298443065336e-03
3.168598380332708075e+03,1.055471897681198698e+03,1.366825628780710556e-03
3.278370044937978491e+03,1.092037243849842753e+03,1.414177390624439231e-03
3.389972702927732826e+03,1.129212500365298865e+03,1.462318980450575323e-03
3.503402444113766705e+03,1.166996364705035376e+03,1.511248711513725734e-03
3.618655158906785800e+03,1.205387467923828808e+03,1.560964811052505509e-03
3.735726531741915096e+03,1.244384372464192438e+03,1.611465417453524082e-03
3.854612034408509771e+03,1.283985569934228806e+03,1.662748577374037820e-03
3.975306919285120784e+03,1.324189478854111258e+03,1.714812242823752879e-03
4.097806212481045804e+03,1.364994442371667446e+03,1.767654268206250625e-03
4.222104706885302221e+03,1.406398725946858121e+03,1.821272407320544346e-03
4.348196955124474698e+03,1.448400515005973602e+03,1.875664310323298285e-03
4.476077262430588235e+03,1.490997912565583647e+03,1.930827520652267587e-03
4.605739679420559696e+03,1.534188936827937368e+03,1.986759471911532689e-03
4.737177994788342403e+03,1.577971518746438051e+03,2.043457484719137050e-03
4.870385727911423601e+03,1.622343499562202624e+03,2.100918763517764867e-03
5.005356121373282804e+03,1.667302628313956575e+03,2.159140393349124904e-03
5.142082133403097032e+03,1.712846559319461676e+03,2.218119336592706999e-03
5.280556430234732034e+03,1.758972849630298924e+03,2.277852429669662612e-03
5.420771378386451033e+03,1.805678956459716346e+03,2.338336379712524331e-03
5.562719036863258225e+03,1.852962234586026170e+03,2.399567761201575750e-03
5.706391149283996128e+03,1.900819933729143486e+03,2.461543012568644107e-03
5.851779135934565602e+03,1.949249195904431190e+03,2.524258432769200394e-03
5.998874085749951519e+03,1.998247052750702096e+03,2.587710177823601340e-03
6.147666748226612071e+03,2.047810422837703072e+03,2.651894257328413045e-03
