#FEDEM	R7.2.1  6 jan 2017 11:53:51
#PARENT	D:\Src\ftKernel.git\solverTests\CamJoint\PearCamWithFriction.fmm
#FILE 	D:\Src\ftKernel.git\solverTests\CamJoint\SystemEnergy_R253.asc
#USER 	kmo
#DATE 	Wed Sep 19 08:52:44 2018
#
#DESCRIPTION	Checksum_ref	Friction_loss_ref	Input_ref	Loss_ref	Strain_ref
2.36700000e+00	-8.60911428e-01	1.99926454e+00	3.79700409e+00	2.93310347e+00	1.25419084e-04
2.36800000e+00	-8.60911220e-01	1.99926454e+00	3.79700652e+00	2.93310348e+00	1.25631678e-04
2.36900000e+00	-8.60911011e-01	1.99926454e+00	3.79700895e+00	2.93310348e+00	1.25844541e-04
2.37000000e+00	-8.60910803e-01	1.99926454e+00	3.79701137e+00	2.93310348e+00	1.26057673e-04
2.37100000e+00	-8.60910594e-01	1.99926455e+00	3.79701380e+00	2.93310349e+00	1.26271076e-04
2.37200000e+00	-8.60910384e-01	1.99926455e+00	3.79701624e+00	2.93310349e+00	1.26484748e-04
2.37300000e+00	-8.60910175e-01	1.99926455e+00	3.79701867e+00	2.93310349e+00	1.26698690e-04
2.37400000e+00	-8.60909965e-01	1.99926455e+00	3.79702110e+00	2.93310349e+00	1.26912902e-04
2.37500000e+00	-8.60909755e-01	1.99926455e+00	3.79702354e+00	2.93310350e+00	1.27127385e-04
2.37600000e+00	-8.60909545e-01	1.99926456e+00	3.79702597e+00	2.93310350e+00	1.27342138e-04
2.37700000e+00	-8.60909335e-01	1.99926456e+00	3.79702841e+00	2.93310350e+00	1.27557162e-04
2.37800000e+00	-8.60909124e-01	1.99926456e+00	3.79703084e+00	2.93310351e+00	1.27772456e-04
2.37900000e+00	-8.60908913e-01	1.99926456e+00	3.79703328e+00	2.93310351e+00	1.27988022e-04
2.38000000e+00	-8.60908702e-01	1.99926456e+00	3.79703572e+00	2.93310351e+00	1.28203858e-04
2.38100000e+00	-8.60908490e-01	1.99926457e+00	3.79703816e+00	2.93310351e+00	1.28419966e-04
2.38200000e+00	-8.60908278e-01	1.99926457e+00	3.79704060e+00	2.93310352e+00	1.28636345e-04
2.38300000e+00	-8.60908068e-01	1.99926457e+00	3.79704305e+00	2.93310352e+00	1.28852996e-04
2.38400000e+00	-8.60907860e-01	1.99926457e+00	3.79704550e+00	2.93310352e+00	1.29069918e-04
2.38500000e+00	-8.60907652e-01	1.99926457e+00	3.79704795e+00	2.93310353e+00	1.29287113e-04
2.38600000e+00	-8.60907443e-01	1.99926458e+00	3.79705040e+00	2.93310353e+00	1.29504579e-04
2.38700000e+00	-8.60907234e-01	1.99926458e+00	3.79705285e+00	2.93310353e+00	1.29722318e-04
2.38800000e+00	-8.60907025e-01	1.99926458e+00	3.79705530e+00	2.93310353e+00	1.29940328e-04
2.38900000e+00	-8.60906816e-01	1.99926458e+00	3.79705775e+00	2.93310354e+00	1.30158612e-04
2.39000000e+00	-8.60906606e-01	1.99926458e+00	3.79706020e+00	2.93310354e+00	1.30377168e-04
2.39100000e+00	-8.60906396e-01	1.99926458e+00	3.79706266e+00	2.93310354e+00	1.30595997e-04
2.39200000e+00	-8.60906186e-01	1.99926459e+00	3.79706512e+00	2.93310354e+00	1.30815099e-04
2.39300000e+00	-8.60905975e-01	1.99926459e+00	3.79706757e+00	2.93310355e+00	1.31034474e-04
2.39400000e+00	-8.60905765e-01	1.99926459e+00	3.79707003e+00	2.93310355e+00	1.31254123e-04
2.39500000e+00	-8.60905554e-01	1.99926459e+00	3.79707249e+00	2.93310355e+00	1.31474045e-04
2.39600000e+00	-8.60905342e-01	1.99926459e+00	3.79707495e+00	2.93310356e+00	1.31694241e-04
2.39700000e+00	-8.60905131e-01	1.99926460e+00	3.79707741e+00	2.93310356e+00	1.31914711e-04
2.39800000e+00	-8.60904919e-01	1.99926460e+00	3.79707987e+00	2.93310356e+00	1.32135454e-04
2.39900000e+00	-8.60904707e-01	1.99926460e+00	3.79708234e+00	2.93310356e+00	1.32356471e-04
2.40000000e+00	-8.60904495e-01	1.99926460e+00	3.79708480e+00	2.93310357e+00	1.32577763e-04
2.40100000e+00	-8.60904282e-01	1.99926460e+00	3.79708727e+00	2.93310357e+00	1.32799328e-04
2.40200000e+00	-8.60904069e-01	1.99926460e+00	3.79708973e+00	2.93310357e+00	1.33021169e-04
2.40300000e+00	-8.60903856e-01	1.99926461e+00	3.79709220e+00	2.93310358e+00	1.33243282e-04
2.40400000e+00	-8.60903642e-01	1.99926461e+00	3.79709467e+00	2.93310358e+00	1.33465671e-04
2.40500000e+00	-8.60903428e-01	1.99926461e+00	3.79709714e+00	2.93310358e+00	1.33688336e-04
2.40600000e+00	-8.60903214e-01	1.99926461e+00	3.79709961e+00	2.93310358e+00	1.33911273e-04
2.40700000e+00	-8.60903000e-01	1.99926461e+00	3.79710208e+00	2.93310359e+00	1.34134487e-04
2.40800000e+00	-8.60902785e-01	1.99926462e+00	3.79710455e+00	2.93310359e+00	1.34357976e-04
2.40900000e+00	-8.60902570e-01	1.99926462e+00	3.79710702e+00	2.93310359e+00	1.34581740e-04
2.41000000e+00	-8.60902355e-01	1.99926462e+00	3.79710950e+00	2.93310360e+00	1.34805780e-04
2.41100000e+00	-8.60902139e-01	1.99926462e+00	3.79711197e+00	2.93310360e+00	1.35030097e-04
2.41200000e+00	-8.60901924e-01	1.99926462e+00	3.79711445e+00	2.93310360e+00	1.35254687e-04
2.41300000e+00	-8.60901708e-01	1.99926463e+00	3.79711693e+00	2.93310360e+00	1.35479557e-04
2.41400000e+00	-8.60901491e-01	1.99926463e+00	3.79711941e+00	2.93310361e+00	1.35704701e-04
2.41500000e+00	-8.60901274e-01	1.99926463e+00	3.79712189e+00	2.93310361e+00	1.35930123e-04
2.41600000e+00	-8.60901058e-01	1.99926463e+00	3.79712437e+00	2.93310361e+00	1.36155822e-04
2.41700000e+00	-8.60900840e-01	1.99926463e+00	3.79712685e+00	2.93310362e+00	1.36381798e-04
2.41800000e+00	-8.60900623e-01	1.99926464e+00	3.79712933e+00	2.93310362e+00	1.36608051e-04
2.41900000e+00	-8.60900405e-01	1.99926464e+00	3.79713181e+00	2.93310362e+00	1.36834583e-04
2.42000000e+00	-8.60900189e-01	1.99926464e+00	3.79713430e+00	2.93310363e+00	1.37061392e-04
2.42100000e+00	-8.60899975e-01	1.99926464e+00	3.79713679e+00	2.93310363e+00	1.37288480e-04
2.42200000e+00	-8.60899758e-01	1.99926464e+00	3.79713928e+00	2.93310363e+00	1.37515847e-04
2.42300000e+00	-8.60899540e-01	1.99926465e+00	3.79714177e+00	2.93310363e+00	1.37743493e-04
2.42400000e+00	-8.60899320e-01	1.99926465e+00	3.79714426e+00	2.93310364e+00	1.37971416e-04
2.42500000e+00	-8.60899101e-01	1.99926465e+00	3.79714675e+00	2.93310364e+00	1.38199621e-04
2.42600000e+00	-8.60898881e-01	1.99926465e+00	3.79714924e+00	2.93310364e+00	1.38428103e-04
2.42700000e+00	-8.60898663e-01	1.99926466e+00	3.79715173e+00	2.93310365e+00	1.38656867e-04
2.42800000e+00	-8.60898445e-01	1.99926466e+00	3.79715423e+00	2.93310365e+00	1.38885910e-04
2.42900000e+00	-8.60898226e-01	1.99926466e+00	3.79715672e+00	2.93310365e+00	1.39115235e-04
2.43000000e+00	-8.60898010e-01	1.99926466e+00	3.79715922e+00	2.93310366e+00	1.39344839e-04
2.43100000e+00	-8.60897793e-01	1.99926466e+00	3.79716172e+00	2.93310366e+00	1.39574725e-04
2.43200000e+00	-8.60897576e-01	1.99926467e+00	3.79716422e+00	2.93310366e+00	1.39804892e-04
2.43300000e+00	-8.60897358e-01	1.99926467e+00	3.79716673e+00	2.93310367e+00	1.40035342e-04
2.43400000e+00	-8.60897140e-01	1.99926467e+00	3.79716923e+00	2.93310367e+00	1.40266072e-04
2.43500000e+00	-8.60896922e-01	1.99926467e+00	3.79717173e+00	2.93310367e+00	1.40497086e-04
2.43600000e+00	-8.60896704e-01	1.99926468e+00	3.79717424e+00	2.93310368e+00	1.40728383e-04
2.43700000e+00	-8.60896485e-01	1.99926468e+00	3.79717675e+00	2.93310368e+00	1.40959960e-04
2.43800000e+00	-8.60896266e-01	1.99926468e+00	3.79717925e+00	2.93310368e+00	1.41191823e-04
2.43900000e+00	-8.60896047e-01	1.99926468e+00	3.79718176e+00	2.93310369e+00	1.41423970e-04
2.44000000e+00	-8.60895827e-01	1.99926469e+00	3.79718427e+00	2.93310369e+00	1.41656399e-04
2.44100000e+00	-8.60895607e-01	1.99926469e+00	3.79718678e+00	2.93310369e+00	1.41889113e-04
2.44200000e+00	-8.60895387e-01	1.99926469e+00	3.79718929e+00	2.93310370e+00	1.42122113e-04
2.44300000e+00	-8.60895167e-01	1.99926469e+00	3.79719181e+00	2.93310370e+00	1.42355395e-04
2.44400000e+00	-8.60894946e-01	1.99926469e+00	3.79719432e+00	2.93310370e+00	1.42588964e-04
2.44500000e+00	-8.60894725e-01	1.99926470e+00	3.79719683e+00	2.93310371e+00	1.42822819e-04
2.44600000e+00	-8.60894504e-01	1.99926470e+00	3.79719935e+00	2.93310371e+00	1.43056959e-04
2.44700000e+00	-8.60894282e-01	1.99926470e+00	3.79720187e+00	2.93310371e+00	1.43291387e-04
2.44800000e+00	-8.60894061e-01	1.99926470e+00	3.79720438e+00	2.93310372e+00	1.43526099e-04
2.44900000e+00	-8.60893838e-01	1.99926471e+00	3.79720690e+00	2.93310372e+00	1.43761100e-04
2.45000000e+00	-8.60893616e-01	1.99926471e+00	3.79720942e+00	2.93310372e+00	1.43996388e-04
2.45100000e+00	-8.60893393e-01	1.99926471e+00	3.79721194e+00	2.93310373e+00	1.44231962e-04
2.45200000e+00	-8.60893170e-01	1.99926471e+00	3.79721447e+00	2.93310373e+00	1.44467826e-04
2.45300000e+00	-8.60892947e-01	1.99926472e+00	3.79721699e+00	2.93310373e+00	1.44703978e-04
2.45400000e+00	-8.60892723e-01	1.99926472e+00	3.79721951e+00	2.93310374e+00	1.44940418e-04
2.45500000e+00	-8.60892499e-01	1.99926472e+00	3.79722204e+00	2.93310374e+00	1.45177148e-04
2.45600000e+00	-8.60892275e-01	1.99926472e+00	3.79722456e+00	2.93310374e+00	1.45414166e-04
2.45700000e+00	-8.60892050e-01	1.99926473e+00	3.79722709e+00	2.93310375e+00	1.45651476e-04
2.45800000e+00	-8.60891826e-01	1.99926473e+00	3.79722962e+00	2.93310375e+00	1.45889075e-04
2.45900000e+00	-8.60891600e-01	1.99926473e+00	3.79723215e+00	2.93310375e+00	1.46126965e-04
2.46000000e+00	-8.60891375e-01	1.99926473e+00	3.79723468e+00	2.93310376e+00	1.46365145e-04
2.46100000e+00	-8.60891149e-01	1.99926474e+00	3.79723721e+00	2.93310376e+00	1.46603617e-04
2.46200000e+00	-8.60890923e-01	1.99926474e+00	3.79723974e+00	2.93310376e+00	1.46842380e-04
2.46300000e+00	-8.60890697e-01	1.99926474e+00	3.79724227e+00	2.93310377e+00	1.47081436e-04
2.46400000e+00	-8.60890470e-01	1.99926474e+00	3.79724481e+00	2.93310377e+00	1.47320784e-04
2.46500000e+00	-8.60890243e-01	1.99926475e+00	3.79724734e+00	2.93310377e+00	1.47560425e-04
2.46600000e+00	-8.60890016e-01	1.99926475e+00	3.79724988e+00	2.93310378e+00	1.47800358e-04
2.46700000e+00	-8.60889789e-01	1.99926475e+00	3.79725242e+00	2.93310378e+00	1.48040586e-04
2.46800000e+00	-8.60889561e-01	1.99926475e+00	3.79725496e+00	2.93310379e+00	1.48281107e-04
2.46900000e+00	-8.60889333e-01	1.99926476e+00	3.79725750e+00	2.93310379e+00	1.48521922e-04
2.47000000e+00	-8.60889104e-01	1.99926476e+00	3.79726004e+00	2.93310379e+00	1.48763032e-04
2.47100000e+00	-8.60888876e-01	1.99926476e+00	3.79726258e+00	2.93310380e+00	1.49004438e-04
2.47200000e+00	-8.60888647e-01	1.99926477e+00	3.79726512e+00	2.93310380e+00	1.49246138e-04
2.47300000e+00	-8.60888417e-01	1.99926477e+00	3.79726766e+00	2.93310380e+00	1.49488134e-04
2.47400000e+00	-8.60888188e-01	1.99926477e+00	3.79727021e+00	2.93310381e+00	1.49730427e-04
2.47500000e+00	-8.60887958e-01	1.99926477e+00	3.79727275e+00	2.93310381e+00	1.49973016e-04
2.47600000e+00	-8.60887728e-01	1.99926478e+00	3.79727530e+00	2.93310381e+00	1.50215901e-04
2.47700000e+00	-8.60887497e-01	1.99926478e+00	3.79727785e+00	2.93310382e+00	1.50459085e-04
2.47800000e+00	-8.60887267e-01	1.99926478e+00	3.79728040e+00	2.93310382e+00	1.50702565e-04
2.47900000e+00	-8.60887033e-01	1.99926478e+00	3.79728294e+00	2.93310383e+00	1.50946343e-04
2.48000000e+00	-8.60886800e-01	1.99926479e+00	3.79728549e+00	2.93310383e+00	1.51190421e-04
2.48100000e+00	-8.60886568e-01	1.99926479e+00	3.79728804e+00	2.93310383e+00	1.51434795e-04
2.48200000e+00	-8.60886336e-01	1.99926479e+00	3.79729060e+00	2.93310384e+00	1.51679470e-04
2.48300000e+00	-8.60886101e-01	1.99926479e+00	3.79729315e+00	2.93310384e+00	1.51924444e-04
2.48400000e+00	-8.60885864e-01	1.99926480e+00	3.79729570e+00	2.93310384e+00	1.52169717e-04
2.48500000e+00	-8.60885627e-01	1.99926480e+00	3.79729825e+00	2.93310385e+00	1.52415291e-04
2.48600000e+00	-8.60885389e-01	1.99926480e+00	3.79730080e+00	2.93310385e+00	1.52661165e-04
2.48700000e+00	-8.60885151e-01	1.99926481e+00	3.79730336e+00	2.93310386e+00	1.52907340e-04
2.48800000e+00	-8.60884913e-01	1.99926481e+00	3.79730591e+00	2.93310386e+00	1.53153815e-04
2.48900000e+00	-8.60884675e-01	1.99926481e+00	3.79730847e+00	2.93310386e+00	1.53400593e-04
2.49000000e+00	-8.60884436e-01	1.99926481e+00	3.79731102e+00	2.93310387e+00	1.53647672e-04
2.49100000e+00	-8.60884197e-01	1.99926482e+00	3.79731358e+00	2.93310387e+00	1.53895054e-04
2.49200000e+00	-8.60883957e-01	1.99926482e+00	3.79731614e+00	2.93310387e+00	1.54142737e-04
2.49300000e+00	-8.60883717e-01	1.99926482e+00	3.79731870e+00	2.93310388e+00	1.54390724e-04
2.49400000e+00	-8.60883477e-01	1.99926483e+00	3.79732126e+00	2.93310388e+00	1.54639014e-04
2.49500000e+00	-8.60883237e-01	1.99926483e+00	3.79732382e+00	2.93310389e+00	1.54887607e-04
2.49600000e+00	-8.60882996e-01	1.99926483e+00	3.79732638e+00	2.93310389e+00	1.55136504e-04
2.49700000e+00	-8.60882755e-01	1.99926483e+00	3.79732895e+00	2.93310389e+00	1.55385705e-04
2.49800000e+00	-8.60882514e-01	1.99926484e+00	3.79733151e+00	2.93310390e+00	1.55635211e-04
2.49900000e+00	-8.60882272e-01	1.99926484e+00	3.79733408e+00	2.93310390e+00	1.55885021e-04
2.50000000e+00	-8.60882030e-01	1.99926484e+00	3.79733665e+00	2.93310390e+00	1.56135136e-04
2.50100000e+00	-8.60881788e-01	1.99926485e+00	3.79733921e+00	2.93310391e+00	1.56385557e-04
2.50200000e+00	-8.60881546e-01	1.99926485e+00	3.79734178e+00	2.93310391e+00	1.56636283e-04
2.50300000e+00	-8.60881303e-01	1.99926485e+00	3.79734435e+00	2.93310392e+00	1.56887316e-04
2.50400000e+00	-8.60881060e-01	1.99926485e+00	3.79734692e+00	2.93310392e+00	1.57138654e-04
2.50500000e+00	-8.60880816e-01	1.99926486e+00	3.79734949e+00	2.93310392e+00	1.57390299e-04
2.50600000e+00	-8.60880572e-01	1.99926486e+00	3.79735207e+00	2.93310393e+00	1.57642251e-04
2.50700000e+00	-8.60880328e-01	1.99926486e+00	3.79735464e+00	2.93310393e+00	1.57894510e-04
2.50800000e+00	-8.60880084e-01	1.99926487e+00	3.79735722e+00	2.93310394e+00	1.58147076e-04
2.50900000e+00	-8.60879839e-01	1.99926487e+00	3.79735979e+00	2.93310394e+00	1.58399950e-04
2.51000000e+00	-8.60879594e-01	1.99926487e+00	3.79736237e+00	2.93310394e+00	1.58653131e-04
2.51100000e+00	-8.60879349e-01	1.99926487e+00	3.79736495e+00	2.93310395e+00	1.58906622e-04
2.51200000e+00	-8.60879103e-01	1.99926488e+00	3.79736753e+00	2.93310395e+00	1.59160420e-04
2.51300000e+00	-8.60878858e-01	1.99926488e+00	3.79737011e+00	2.93310396e+00	1.59414527e-04
2.51400000e+00	-8.60878611e-01	1.99926488e+00	3.79737269e+00	2.93310396e+00	1.59668942e-04
2.51500000e+00	-8.60878365e-01	1.99926489e+00	3.79737527e+00	2.93310396e+00	1.59923668e-04
2.51600000e+00	-8.60878118e-01	1.99926489e+00	3.79737785e+00	2.93310397e+00	1.60178702e-04
2.51700000e+00	-8.60877871e-01	1.99926489e+00	3.79738044e+00	2.93310397e+00	1.60434046e-04
2.51800000e+00	-8.60877623e-01	1.99926489e+00	3.79738302e+00	2.93310397e+00	1.60689700e-04
2.51900000e+00	-8.60877376e-01	1.99926490e+00	3.79738561e+00	2.93310398e+00	1.60945664e-04
2.52000000e+00	-8.60877128e-01	1.99926490e+00	3.79738820e+00	2.93310398e+00	1.61201938e-04
2.52100000e+00	-8.60876879e-01	1.99926490e+00	3.79739079e+00	2.93310399e+00	1.61458522e-04
2.52200000e+00	-8.60876631e-01	1.99926491e+00	3.79739338e+00	2.93310399e+00	1.61715418e-04
2.52300000e+00	-8.60876382e-01	1.99926491e+00	3.79739597e+00	2.93310399e+00	1.61972624e-04
2.52400000e+00	-8.60876132e-01	1.99926491e+00	3.79739856e+00	2.93310400e+00	1.62230141e-04
2.52500000e+00	-8.60875883e-01	1.99926491e+00	3.79740115e+00	2.93310400e+00	1.62487970e-04
2.52600000e+00	-8.60875633e-01	1.99926492e+00	3.79740374e+00	2.93310401e+00	1.62746110e-04
2.52700000e+00	-8.60875382e-01	1.99926492e+00	3.79740634e+00	2.93310401e+00	1.63004562e-04
2.52800000e+00	-8.60875132e-01	1.99926492e+00	3.79740893e+00	2.93310401e+00	1.63263325e-04
2.52900000e+00	-8.60874881e-01	1.99926493e+00	3.79741153e+00	2.93310402e+00	1.63522401e-04
2.53000000e+00	-8.60874630e-01	1.99926493e+00	3.79741413e+00	2.93310402e+00	1.63781789e-04
2.53100000e+00	-8.60874379e-01	1.99926493e+00	3.79741673e+00	2.93310403e+00	1.64041489e-04
2.53200000e+00	-8.60874127e-01	1.99926494e+00	3.79741933e+00	2.93310403e+00	1.64301502e-04
2.53300000e+00	-8.60873875e-01	1.99926494e+00	3.79742193e+00	2.93310403e+00	1.64561827e-04
2.53400000e+00	-8.60873622e-01	1.99926494e+00	3.79742453e+00	2.93310404e+00	1.64822466e-04
2.53500000e+00	-8.60873370e-01	1.99926494e+00	3.79742713e+00	2.93310404e+00	1.65083417e-04
2.53600000e+00	-8.60873117e-01	1.99926495e+00	3.79742974e+00	2.93310405e+00	1.65344681e-04
2.53700000e+00	-8.60872863e-01	1.99926495e+00	3.79743234e+00	2.93310405e+00	1.65606259e-04
2.53800000e+00	-8.60872610e-01	1.99926495e+00	3.79743495e+00	2.93310405e+00	1.65868150e-04
2.53900000e+00	-8.60872356e-01	1.99926496e+00	3.79743755e+00	2.93310406e+00	1.66130354e-04
2.54000000e+00	-8.60872102e-01	1.99926496e+00	3.79744016e+00	2.93310406e+00	1.66392872e-04
2.54100000e+00	-8.60871847e-01	1.99926496e+00	3.79744277e+00	2.93310407e+00	1.66655704e-04
2.54200000e+00	-8.60871592e-01	1.99926496e+00	3.79744538e+00	2.93310407e+00	1.66918850e-04
2.54300000e+00	-8.60871337e-01	1.99926497e+00	3.79744799e+00	2.93310407e+00	1.67182310e-04
2.54400000e+00	-8.60871082e-01	1.99926497e+00	3.79745060e+00	2.93310408e+00	1.67446084e-04
2.54500000e+00	-8.60870826e-01	1.99926497e+00	3.79745322e+00	2.93310408e+00	1.67710170e-04
2.54600000e+00	-8.60870570e-01	1.99926498e+00	3.79745583e+00	2.93310409e+00	1.67974575e-04
2.54700000e+00	-8.60870314e-01	1.99926498e+00	3.79745844e+00	2.93310409e+00	1.68239291e-04
2.54800000e+00	-8.60870057e-01	1.99926498e+00	3.79746106e+00	2.93310409e+00	1.68504323e-04
2.54900000e+00	-8.60869800e-01	1.99926498e+00	3.79746368e+00	2.93310410e+00	1.68769670e-04
2.55000000e+00	-8.60869543e-01	1.99926499e+00	3.79746630e+00	2.93310410e+00	1.69035330e-04
2.55100000e+00	-8.60869285e-01	1.99926499e+00	3.79746892e+00	2.93310411e+00	1.69301306e-04
2.55200000e+00	-8.60869027e-01	1.99926499e+00	3.79747154e+00	2.93310411e+00	1.69567597e-04
2.55300000e+00	-8.60868769e-01	1.99926500e+00	3.79747416e+00	2.93310411e+00	1.69834202e-04
2.55400000e+00	-8.60868510e-01	1.99926500e+00	3.79747678e+00	2.93310412e+00	1.70101123e-04
2.55500000e+00	-8.60868252e-01	1.99926500e+00	3.79747940e+00	2.93310412e+00	1.70368359e-04
2.55600000e+00	-8.60867992e-01	1.99926501e+00	3.79748203e+00	2.93310412e+00	1.70635910e-04
2.55700000e+00	-8.60867733e-01	1.99926501e+00	3.79748465e+00	2.93310413e+00	1.70903776e-04
2.55800000e+00	-8.60867473e-01	1.99926501e+00	3.79748728e+00	2.93310413e+00	1.71171958e-04
2.55900000e+00	-8.60867213e-01	1.99926501e+00	3.79748991e+00	2.93310414e+00	1.71440455e-04
2.56000000e+00	-8.60866953e-01	1.99926502e+00	3.79749253e+00	2.93310414e+00	1.71709268e-04
2.56100000e+00	-8.60866692e-01	1.99926502e+00	3.79749516e+00	2.93310414e+00	1.71978396e-04
2.56200000e+00	-8.60866431e-01	1.99926502e+00	3.79749779e+00	2.93310415e+00	1.72247840e-04
2.56300000e+00	-8.60866170e-01	1.99926503e+00	3.79750043e+00	2.93310415e+00	1.72517600e-04
2.56400000e+00	-8.60865908e-01	1.99926503e+00	3.79750306e+00	2.93310416e+00	1.72787676e-04
2.56500000e+00	-8.60865647e-01	1.99926503e+00	3.79750569e+00	2.93310416e+00	1.73058067e-04
2.56600000e+00	-8.60865384e-01	1.99926503e+00	3.79750833e+00	2.93310416e+00	1.73328775e-04
2.56700000e+00	-8.60865122e-01	1.99926504e+00	3.79751096e+00	2.93310417e+00	1.73599799e-04
2.56800000e+00	-8.60864859e-01	1.99926504e+00	3.79751360e+00	2.93310417e+00	1.73871138e-04
2.56900000e+00	-8.60864596e-01	1.99926504e+00	3.79751624e+00	2.93310418e+00	1.74142794e-04
2.57000000e+00	-8.60864333e-01	1.99926505e+00	3.79751888e+00	2.93310418e+00	1.74414766e-04
2.57100000e+00	-8.60864069e-01	1.99926505e+00	3.79752151e+00	2.93310418e+00	1.74687055e-04
2.57200000e+00	-8.60863805e-01	1.99926505e+00	3.79752416e+00	2.93310419e+00	1.74959660e-04
2.57300000e+00	-8.60863541e-01	1.99926505e+00	3.79752680e+00	2.93310419e+00	1.75232581e-04
2.57400000e+00	-8.60863276e-01	1.99926506e+00	3.79752944e+00	2.93310420e+00	1.75505819e-04
2.57500000e+00	-8.60863011e-01	1.99926506e+00	3.79753208e+00	2.93310420e+00	1.75779374e-04
2.57600000e+00	-8.60862746e-01	1.99926506e+00	3.79753473e+00	2.93310420e+00	1.76053245e-04
2.57700000e+00	-8.60862480e-01	1.99926506e+00	3.79753737e+00	2.93310421e+00	1.76327433e-04
2.57800000e+00	-8.60862215e-01	1.99926507e+00	3.79754002e+00	2.93310421e+00	1.76601939e-04
2.57900000e+00	-8.60861949e-01	1.99926507e+00	3.79754267e+00	2.93310421e+00	1.76876761e-04
2.58000000e+00	-8.60861682e-01	1.99926507e+00	3.79754532e+00	2.93310422e+00	1.77151900e-04
2.58100000e+00	-8.60861415e-01	1.99926508e+00	3.79754797e+00	2.93310422e+00	1.77427356e-04
2.58200000e+00	-8.60861148e-01	1.99926508e+00	3.79755062e+00	2.93310423e+00	1.77703130e-04
2.58300000e+00	-8.60860881e-01	1.99926508e+00	3.79755327e+00	2.93310423e+00	1.77979221e-04
2.58400000e+00	-8.60860613e-01	1.99926508e+00	3.79755592e+00	2.93310423e+00	1.78255629e-04
2.58500000e+00	-8.60860345e-01	1.99926509e+00	3.79755858e+00	2.93310424e+00	1.78532355e-04
2.58600000e+00	-8.60860077e-01	1.99926509e+00	3.79756123e+00	2.93310424e+00	1.78809399e-04
2.58700000e+00	-8.60859809e-01	1.99926509e+00	3.79756389e+00	2.93310424e+00	1.79086760e-04
2.58800000e+00	-8.60859540e-01	1.99926509e+00	3.79756655e+00	2.93310425e+00	1.79364440e-04
2.58900000e+00	-8.60859271e-01	1.99926510e+00	3.79756921e+00	2.93310425e+00	1.79642437e-04
2.59000000e+00	-8.60859001e-01	1.99926510e+00	3.79757186e+00	2.93310426e+00	1.79920753e-04
2.59100000e+00	-8.60858733e-01	1.99926510e+00	3.79757453e+00	2.93310426e+00	1.80199464e-04
2.59200000e+00	-8.60858453e-01	1.99926513e+00	3.79757720e+00	2.93310429e+00	1.80481689e-04
2.59300000e+00	-8.60858124e-01	1.99926533e+00	3.79758002e+00	2.93310449e+00	1.80798564e-04
2.59400000e+00	-8.60857768e-01	1.99926567e+00	3.79758313e+00	2.93310484e+00	1.81283582e-04
2.59500000e+00	-8.60857019e-01	1.99926721e+00	3.79758747e+00	2.93310642e+00	1.82273520e-04
2.59600000e+00	-8.60855193e-01	1.99927132e+00	3.79759460e+00	2.93311073e+00	1.84349170e-04
2.59700000e+00	-8.60851755e-01	1.99927863e+00	3.79760588e+00	2.93311875e+00	1.88262267e-04
2.59800000e+00	-8.60863323e-01	1.99929048e+00	3.79762382e+00	2.93314773e+00	1.62798538e-04
2.59900000e+00	-8.60870991e-01	1.99930501e+00	3.79765005e+00	2.93317931e+00	1.45868191e-04
2.60000000e+00	-8.60873675e-01	1.99932587e+00	3.79768730e+00	2.93321481e+00	1.41506025e-04
2.60100000e+00	-8.60871715e-01	1.99935305e+00	3.79773867e+00	2.93325972e+00	1.45167872e-04
2.60200000e+00	-8.60865510e-01	1.99938779e+00	3.79780623e+00	2.93331423e+00	1.60402078e-04
2.60300000e+00	-8.60853207e-01	1.99943434e+00	3.79789494e+00	2.93338535e+00	1.85712549e-04
2.60400000e+00	-8.60838371e-01	1.99948519e+00	3.79800456e+00	2.93346541e+00	2.24237489e-04
2.60500000e+00	-8.60819271e-01	1.99954555e+00	3.79813755e+00	2.93356137e+00	2.76245005e-04
2.60600000e+00	-8.60795091e-01	1.99961545e+00	3.79830048e+00	2.93367360e+00	3.44712872e-04
2.60700000e+00	-8.60767509e-01	1.99969622e+00	3.79849535e+00	2.93380447e+00	4.31208696e-04
2.60800000e+00	-8.60732001e-01	1.99979378e+00	3.79872906e+00	2.93396040e+00	5.38852641e-04
2.60900000e+00	-8.60694800e-01	1.99989736e+00	3.79900199e+00	2.93413159e+00	6.69988778e-04
2.61000000e+00	-8.60654610e-01	2.00001388e+00	3.79931633e+00	2.93433019e+00	8.21121869e-04
2.61100000e+00	-8.60603439e-01	2.00015029e+00	3.79968532e+00	2.93455461e+00	1.00966372e-03
2.61200000e+00	-8.60550643e-01	2.00030115e+00	3.80010964e+00	2.93480758e+00	1.22639856e-03
2.61300000e+00	-8.60491030e-01	2.00045950e+00	3.80058736e+00	2.93507738e+00	1.48603283e-03
2.61400000e+00	-8.60429151e-01	2.00063366e+00	3.80112904e+00	2.93537809e+00	1.78223503e-03
2.61500000e+00	-8.60357900e-01	2.00082365e+00	3.80174131e+00	2.93570607e+00	2.12871836e-03
2.61600000e+00	-8.60284585e-01	2.00103098e+00	3.80242805e+00	2.93606685e+00	2.52132681e-03
