#FEDEM	R7.2.1  6 jan 2017 11:53:51
#PARENT	D:\Src\ftKernel.git\solverTests\CamJoint\PearCamWithFriction.fmm
#FILE 	D:\Src\ftKernel.git\solverTests\CamJoint\SystemEnergy_R253.asc
#USER 	kmo
#DATE 	Wed Sep 19 08:52:44 2018
#
#DESCRIPTION	Checksum_ref	Friction_loss_ref	Input_ref	Loss_ref	Strain_ref
7.28000000e-01	2.03447768e-04	5.39651956e-04	1.45915368e-03	6.61442861e-04	7.27758894e-04
7.29000000e-01	2.13068215e-04	5.66354242e-04	1.53119399e-03	6.94696805e-04	7.75386508e-04
7.30000000e-01	2.23243787e-04	5.94419788e-04	1.60673877e-03	7.29561843e-04	8.25418918e-04
7.31000000e-01	2.33712995e-04	6.23439721e-04	1.68577478e-03	7.65628209e-04	8.77974504e-04
7.32000000e-01	2.44400152e-04	6.52966764e-04	1.76794868e-03	8.02479339e-04	9.33105307e-04
7.33000000e-01	2.55417282e-04	6.83477677e-04	1.85364374e-03	8.40594623e-04	9.90914205e-04
7.34000000e-01	2.66820221e-04	7.14976524e-04	1.94310525e-03	8.79963695e-04	1.05149782e-03
7.35000000e-01	2.78520021e-04	7.47501177e-04	2.03631052e-03	9.20625794e-04	1.11495283e-03
7.36000000e-01	2.90670001e-04	7.81054590e-04	2.13345882e-03	9.62600334e-04	1.18137021e-03
7.37000000e-01	3.03101659e-04	8.15675815e-04	2.23466369e-03	1.00594149e-03	1.25084035e-03
7.38000000e-01	3.16180238e-04	8.51887418e-04	2.34028295e-03	1.05116855e-03	1.32347416e-03
7.39000000e-01	3.29396262e-04	8.88680537e-04	2.45004684e-03	1.09728505e-03	1.39935810e-03
7.40000000e-01	3.43008974e-04	9.26599511e-04	2.56400719e-03	1.14485263e-03	1.47860259e-03
7.41000000e-01	3.57257900e-04	9.66193433e-04	2.68291667e-03	1.19440461e-03	1.56132312e-03
7.42000000e-01	3.71831375e-04	1.00696110e-03	2.80659422e-03	1.24543855e-03	1.64763070e-03
7.43000000e-01	3.86681974e-04	1.04835680e-03	2.93465970e-03	1.29744975e-03	1.73761303e-03
7.44000000e-01	4.01901157e-04	1.09095861e-03	3.06762146e-03	1.35102856e-03	1.83138887e-03
7.45000000e-01	4.17784124e-04	1.13535550e-03	3.20602222e-03	1.40672881e-03	1.92909629e-03
7.46000000e-01	4.33839782e-04	1.18041331e-03	3.34939923e-03	1.46342724e-03	2.03084137e-03
7.47000000e-01	4.50340477e-04	1.22674650e-03	3.49792868e-03	1.52177684e-03	2.13673852e-03
7.48000000e-01	4.67540995e-04	1.27497297e-03	3.65243448e-03	1.58238317e-03	2.24691977e-03
7.49000000e-01	4.85109402e-04	1.32452430e-03	3.81267793e-03	1.64467163e-03	2.36151211e-03
7.50000000e-01	5.02980208e-04	1.37478727e-03	3.97827322e-03	1.70807200e-03	2.48061949e-03
7.51000000e-01	5.21256849e-04	1.42640827e-03	4.14976682e-03	1.77324203e-03	2.60437933e-03
7.52000000e-01	5.40273436e-04	1.48004657e-03	4.32777541e-03	1.84079864e-03	2.73295194e-03
7.53000000e-01	5.59478069e-04	1.53443288e-03	4.51179410e-03	1.90948931e-03	2.86645331e-03
7.54000000e-01	5.79176847e-04	1.59025202e-03	4.70201027e-03	1.98004685e-03	3.00501382e-03
7.55000000e-01	5.99649607e-04	1.64819289e-03	4.89934842e-03	2.05314009e-03	3.14878702e-03
7.56000000e-01	6.20289909e-04	1.70692237e-03	5.10317635e-03	2.12743976e-03	3.29790203e-03
7.57000000e-01	6.41366353e-04	1.76715011e-03	5.31359139e-03	2.20381166e-03	3.45227100e-03
7.58000000e-01	6.63108645e-04	1.82887883e-03	5.53137107e-03	2.28199298e-03	3.61251411e-03
7.59000000e-01	6.85130724e-04	1.89216154e-03	5.75629579e-03	2.36223771e-03	3.77839841e-03
7.60000000e-01	7.08203146e-04	1.95773749e-03	5.98906066e-03	2.44514148e-03	3.95040880e-03
7.61000000e-01	7.31575637e-04	2.02492686e-03	6.22973403e-03	2.53017118e-03	4.12839625e-03
7.62000000e-01	7.55662447e-04	2.09374675e-03	6.47803834e-03	2.61728257e-03	4.31275472e-03
7.63000000e-01	7.80166215e-04	2.16344718e-03	6.73407953e-03	2.70584024e-03	4.50363944e-03
7.64000000e-01	8.04908704e-04	2.23481242e-03	6.99804914e-03	2.79660563e-03	4.70079799e-03
7.65000000e-01	8.30475064e-04	2.30783943e-03	7.27054304e-03	2.88940740e-03	4.90498071e-03
7.66000000e-01	8.56279982e-04	2.38259948e-03	7.55157284e-03	2.98446850e-03	5.11589690e-03
7.67000000e-01	8.83148044e-04	2.45991066e-03	7.84179072e-03	3.08259525e-03	5.33392358e-03
7.68000000e-01	9.10364235e-04	2.53818050e-03	8.14091307e-03	3.18220175e-03	5.55942471e-03
7.69000000e-01	9.37986538e-04	2.61825343e-03	8.44875582e-03	3.28420818e-03	5.79213853e-03
7.70000000e-01	9.66441092e-04	2.70012465e-03	8.76627613e-03	3.38850462e-03	6.03266494e-03
7.71000000e-01	9.95139593e-04	2.78385776e-03	9.09333322e-03	3.49519230e-03	6.28087820e-03
7.72000000e-01	1.02480081e-03	2.86944796e-03	9.43017387e-03	3.60426658e-03	6.53722926e-03
7.73000000e-01	1.05474367e-03	2.95695593e-03	9.77720140e-03	3.71587407e-03	6.80164279e-03
7.74000000e-01	1.08551042e-03	3.04638644e-03	1.01343906e-02	3.83001796e-03	7.07439750e-03
7.75000000e-01	1.11674627e-03	3.13777729e-03	1.05021348e-02	3.94665239e-03	7.35581990e-03
7.76000000e-01	1.14876661e-03	3.23114058e-03	1.08806094e-02	4.06586099e-03	7.64600447e-03
7.77000000e-01	1.18129270e-03	3.32652750e-03	1.12700537e-02	4.18769172e-03	7.94521812e-03
7.78000000e-01	1.21462275e-03	3.42394869e-03	1.16707351e-02	4.31219124e-03	8.25360178e-03
7.79000000e-01	1.24844617e-03	3.52344775e-03	1.20828467e-02	4.43938452e-03	8.57142309e-03
7.80000000e-01	1.28310503e-03	3.62503305e-03	1.25066589e-02	4.56929730e-03	8.89885528e-03
7.81000000e-01	1.31826066e-03	3.72875722e-03	1.29424283e-02	4.70199114e-03	9.23614632e-03
7.82000000e-01	1.35427583e-03	3.83462955e-03	1.33903936e-02	4.83749544e-03	9.58348246e-03
7.83000000e-01	1.39079637e-03	3.94269882e-03	1.38508201e-02	4.97586467e-03	9.94111509e-03
7.84000000e-01	1.42819179e-03	4.05297421e-03	1.43239593e-02	5.11711524e-03	1.03092500e-02
7.85000000e-01	1.46610406e-03	4.16550733e-03	1.48100807e-02	5.26130948e-03	1.06881399e-02
7.86000000e-01	1.50491274e-03	4.28030795e-03	1.53094546e-02	5.40846984e-03	1.10779968e-02
7.87000000e-01	1.54424675e-03	4.39742794e-03	1.58223499e-02	5.55866066e-03	1.14790781e-02
7.88000000e-01	1.58485448e-03	4.51795240e-03	1.63496023e-02	5.71294461e-03	1.18916524e-02
7.89000000e-01	1.62569592e-03	4.63978822e-03	1.68906929e-02	5.86928367e-03	1.23158830e-02
7.90000000e-01	1.66729874e-03	4.76403280e-03	1.74456312e-02	6.02884189e-03	1.27520482e-02
7.91000000e-01	1.70976573e-03	4.89068920e-03	1.80155005e-02	6.19154512e-03	1.32004141e-02
7.92000000e-01	1.75274131e-03	5.01982648e-03	1.86002137e-02	6.35743157e-03	1.36612936e-02
7.93000000e-01	1.79714667e-03	5.15259230e-03	1.92007161e-02	6.52769203e-03	1.41349346e-02
7.94000000e-01	1.84174510e-03	5.28677230e-03	1.98166621e-02	6.70020492e-03	1.46214886e-02
7.95000000e-01	1.88715720e-03	5.42352140e-03	2.04477850e-02	6.87616976e-03	1.51212714e-02
7.96000000e-01	1.93348542e-03	5.56283574e-03	2.10953707e-02	7.05546741e-03	1.56345943e-02
7.97000000e-01	1.98032618e-03	5.70479979e-03	2.17593537e-02	7.23815224e-03	1.61617898e-02
7.98000000e-01	2.02869894e-03	5.85063185e-03	2.24406924e-02	7.42552116e-03	1.67031076e-02
7.99000000e-01	2.07766474e-03	5.99920721e-03	2.31397125e-02	7.61651168e-03	1.72587635e-02
8.00000000e-01	2.12755054e-03	6.15054527e-03	2.38558199e-02	7.81118875e-03	1.78290385e-02
8.01000000e-01	2.17826992e-03	6.30465232e-03	2.45898097e-02	8.00951370e-03	1.84142626e-02
8.02000000e-01	2.22933574e-03	6.46031400e-03	2.53412832e-02	8.21026122e-03	1.90147062e-02
8.03000000e-01	2.28124628e-03	6.61880710e-03	2.61107249e-02	8.41474859e-03	1.96307270e-02
8.04000000e-01	2.33412370e-03	6.78014721e-03	2.68993131e-02	8.62294813e-03	2.02626179e-02
8.05000000e-01	2.38762144e-03	6.94442115e-03	2.77069045e-02	8.83497436e-03	2.09107146e-02
8.06000000e-01	2.44273255e-03	7.11296218e-03	2.85347082e-02	9.05218928e-03	2.15753375e-02
8.07000000e-01	2.49804442e-03	7.28318569e-03	2.93822058e-02	9.27207180e-03	2.22566783e-02
8.08000000e-01	2.55429449e-03	7.45643348e-03	3.02491630e-02	9.49602716e-03	2.29551320e-02
8.09000000e-01	2.61157607e-03	7.63270146e-03	3.11371031e-02	9.72392400e-03	2.36710561e-02
8.10000000e-01	2.66944188e-03	7.81208951e-03	3.20459282e-02	9.95583703e-03	2.44048517e-02
8.11000000e-01	2.72859816e-03	7.99459617e-03	3.29760531e-02	1.01919036e-02	2.51567405e-02
8.12000000e-01	2.78833168e-03	8.18029575e-03	3.39281353e-02	1.04322343e-02	2.59270878e-02
8.13000000e-01	2.84926874e-03	8.36919873e-03	3.49021789e-02	1.06767844e-02	2.67162410e-02
8.14000000e-01	2.91087787e-03	8.56135635e-03	3.58987577e-02	1.09256404e-02	2.75245534e-02
8.15000000e-01	2.97417769e-03	8.75826571e-03	3.69191580e-02	1.11801884e-02	2.83525490e-02
8.16000000e-01	3.03824640e-03	8.95856407e-03	3.79633658e-02	1.14392109e-02	2.92004144e-02
8.17000000e-01	3.10290895e-03	9.16078214e-03	3.90303195e-02	1.17014134e-02	3.00683646e-02
8.18000000e-01	3.16840311e-03	9.36637707e-03	4.01210150e-02	1.19681706e-02	3.09569020e-02
8.19000000e-01	3.23502033e-03	9.57535514e-03	4.12365405e-02	1.22391891e-02	3.18666177e-02
8.20000000e-01	3.30236902e-03	9.78786114e-03	4.23769722e-02	1.25148387e-02	3.27977429e-02
8.21000000e-01	3.37161039e-03	1.00054814e-02	4.35439066e-02	1.27967856e-02	3.37507072e-02
8.22000000e-01	3.44104354e-03	1.02251548e-02	4.47364654e-02	1.30820358e-02	3.47257074e-02
8.23000000e-01	3.51154087e-03	1.04484344e-02	4.59543487e-02	1.33721795e-02	3.57232086e-02
8.24000000e-01	3.58323141e-03	1.06753039e-02	4.71995958e-02	1.36669363e-02	3.67438221e-02
8.25000000e-01	3.65555053e-03	1.09059249e-02	4.84719642e-02	1.39665899e-02	3.77878434e-02
8.26000000e-01	3.72943414e-03	1.11402810e-02	4.97720707e-02	1.42712709e-02	3.88556462e-02
8.27000000e-01	3.80386225e-03	1.13784555e-02	5.11005952e-02	1.45810920e-02	3.99476013e-02
8.28000000e-01	3.88029451e-03	1.16221335e-02	5.24584439e-02	1.48975286e-02	4.10643870e-02
8.29000000e-01	3.95751422e-03	1.18697476e-02	5.38461578e-02	1.52191291e-02	4.22062227e-02
8.30000000e-01	4.03597435e-03	1.21213490e-02	5.52633443e-02	1.55461264e-02	4.33735354e-02
8.31000000e-01	4.11546473e-03	1.23769334e-02	5.67107191e-02	1.58785198e-02	4.45666917e-02
8.32000000e-01	4.19545830e-03	1.26347832e-02	5.81878206e-02	1.62144420e-02	4.57862488e-02
8.33000000e-01	4.27645654e-03	1.28966723e-02	5.96954231e-02	1.65557284e-02	4.70327134e-02
8.34000000e-01	4.35881692e-03	1.31626190e-02	6.12351958e-02	1.69023349e-02	4.83065687e-02
8.35000000e-01	4.44189144e-03	1.34327668e-02	6.28070363e-02	1.72545289e-02	4.96082113e-02
8.36000000e-01	4.52717570e-03	1.37089426e-02	6.44125995e-02	1.76141254e-02	5.09382339e-02
8.37000000e-01	4.61317752e-03	1.39894421e-02	6.60521976e-02	1.79794302e-02	5.22969460e-02
8.38000000e-01	4.69999344e-03	1.42724270e-02	6.77241756e-02	1.83488113e-02	5.36847225e-02
8.39000000e-01	4.78776516e-03	1.45597141e-02	6.94300760e-02	1.87240418e-02	5.51021918e-02
8.40000000e-01	4.87687353e-03	1.48513235e-02	7.11711644e-02	1.91047981e-02	5.65500469e-02
8.41000000e-01	4.96684179e-03	1.51474141e-02	7.29475599e-02	1.94914622e-02	5.80286863e-02
8.42000000e-01	5.05906033e-03	1.54499675e-02	7.47613059e-02	1.98861746e-02	5.95385738e-02
8.43000000e-01	5.15152722e-03	1.57551775e-02	7.66113871e-02	2.02851458e-02	6.10800817e-02
8.44000000e-01	5.24521607e-03	1.60649787e-02	7.84973802e-02	2.06903855e-02	6.26537848e-02
8.45000000e-01	5.34094222e-03	1.63813495e-02	8.04228551e-02	2.11034896e-02	6.42605555e-02
8.46000000e-01	5.43693372e-03	1.67004744e-02	8.23863390e-02	2.15208183e-02	6.59006473e-02
8.47000000e-01	5.53434387e-03	1.70243737e-02	8.43876833e-02	2.19449106e-02	6.75744043e-02
8.48000000e-01	5.63311732e-03	1.73530437e-02	8.64294145e-02	2.23753186e-02	6.92826512e-02
8.49000000e-01	5.73261271e-03	1.76865985e-02	8.85109068e-02	2.28119694e-02	7.10260839e-02
8.50000000e-01	5.83468850e-03	1.80271369e-02	9.06345492e-02	2.32572470e-02	7.28052043e-02
8.51000000e-01	5.93692768e-03	1.83706359e-02	9.27998518e-02	2.37073587e-02	7.46202192e-02
8.52000000e-01	6.04047998e-03	1.87191648e-02	9.50056435e-02	2.41644363e-02	7.64717975e-02
8.53000000e-01	6.14622159e-03	1.90748104e-02	9.72559894e-02	2.46300015e-02	7.83610274e-02
8.54000000e-01	6.25218664e-03	1.94334775e-02	9.95495078e-02	2.51001367e-02	8.02881738e-02
8.55000000e-01	6.35970073e-03	1.97973704e-02	1.01885911e-01	2.55777543e-02	8.22535258e-02
8.56000000e-01	6.46865536e-03	2.01664825e-02	1.04267977e-01	2.60623288e-02	8.42580178e-02
8.57000000e-01	6.57834035e-03	2.05409162e-02	1.06694969e-01	2.65536730e-02	8.63024759e-02
8.58000000e-01	6.69007795e-03	2.09206329e-02	1.09168338e-01	2.70521983e-02	8.83872105e-02
8.59000000e-01	6.80248399e-03	2.13058438e-02	1.11689144e-01	2.75582371e-02	9.05128760e-02
8.60000000e-01	6.91677207e-03	2.16965355e-02	1.14257011e-01	2.80716210e-02	9.26800868e-02
8.61000000e-01	7.03195696e-03	2.20927297e-02	1.16873412e-01	2.85922865e-02	9.48897660e-02
8.62000000e-01	7.14888905e-03	2.24945149e-02	1.19539029e-01	2.91204287e-02	9.71423111e-02
8.63000000e-01	7.26681938e-03	2.29019809e-02	1.22254405e-01	2.96563063e-02	9.94384604e-02
8.64000000e-01	7.38653086e-03	2.33151616e-02	1.25020417e-01	3.01998586e-02	1.01778797e-01
8.65000000e-01	7.50716074e-03	2.37341242e-02	1.27837667e-01	3.07511124e-02	1.04164216e-01
8.66000000e-01	7.63044961e-03	2.41613735e-02	1.30708425e-01	3.13125576e-02	1.06595471e-01
8.67000000e-01	7.75399352e-03	2.45921495e-02	1.33631740e-01	3.18796727e-02	1.09072715e-01
8.68000000e-01	7.87903223e-03	2.50288992e-02	1.36607259e-01	3.24551125e-02	1.11596936e-01
8.69000000e-01	8.00572444e-03	2.54715544e-02	1.39637691e-01	3.30383063e-02	1.14168979e-01
8.70000000e-01	8.13330721e-03	2.59203390e-02	1.42723293e-01	3.36294831e-02	1.16789791e-01
8.71000000e-01	8.26304451e-03	2.63752783e-02	1.45865047e-01	3.42291672e-02	1.19459569e-01
8.72000000e-01	8.39356470e-03	2.68364832e-02	1.49063918e-01	3.48374116e-02	1.22179277e-01
8.73000000e-01	8.52688432e-03	2.73065635e-02	1.52321478e-01	3.54564553e-02	1.24949991e-01
8.74000000e-01	8.66050796e-03	2.77804047e-02	1.55637391e-01	3.60814710e-02	1.27771884e-01
8.75000000e-01	8.79563985e-03	2.82607192e-02	1.59011397e-01	3.67155811e-02	1.30645871e-01
8.76000000e-01	8.93256598e-03	2.87474199e-02	1.62445980e-01	3.73581789e-02	1.33572854e-01
8.77000000e-01	9.07037661e-03	2.92406882e-02	1.65941614e-01	3.80093000e-02	1.36553986e-01
8.78000000e-01	9.21044116e-03	2.97405579e-02	1.69499361e-01	3.86695214e-02	1.39589468e-01
8.79000000e-01	9.35133702e-03	3.02471758e-02	1.73120299e-01	3.93390206e-02	1.42680289e-01
8.80000000e-01	9.49430136e-03	3.07605246e-02	1.76804568e-01	4.00174873e-02	1.45827273e-01
8.81000000e-01	9.63830059e-03	3.12806722e-02	1.80553701e-01	4.07050595e-02	1.49031490e-01
8.82000000e-01	9.78521679e-03	3.18105994e-02	1.84370265e-01	4.14047577e-02	1.52293766e-01
8.83000000e-01	9.93330825e-03	3.23476374e-02	1.88254449e-01	4.21140740e-02	1.55614600e-01
8.84000000e-01	1.00822715e-02	3.28889690e-02	1.92204110e-01	4.28305479e-02	1.58994403e-01
8.85000000e-01	1.02326029e-02	3.34372864e-02	1.96221051e-01	4.35565489e-02	1.62434770e-01
8.86000000e-01	1.03847384e-02	3.39925856e-02	2.00307825e-01	4.42915226e-02	1.65936708e-01
8.87000000e-01	1.05380736e-02	3.45552095e-02	2.04465068e-01	4.50364172e-02	1.69500948e-01
8.88000000e-01	1.06945653e-02	3.51282570e-02	2.08695690e-01	4.57945814e-02	1.73128233e-01
8.89000000e-01	1.08520560e-02	3.57088478e-02	2.12999703e-01	4.65627979e-02	1.76819435e-01
8.90000000e-01	1.10114923e-02	3.62970029e-02	2.17376422e-01	4.73413565e-02	1.80575435e-01
8.91000000e-01	1.11715362e-02	3.68896715e-02	2.21826290e-01	4.81273340e-02	1.84396724e-01
8.92000000e-01	1.13329592e-02	3.74899162e-02	2.26350207e-01	4.89235124e-02	1.88285021e-01
8.93000000e-01	1.14974806e-02	3.81008216e-02	2.30952727e-01	4.97326211e-02	1.92241589e-01
8.94000000e-01	1.16631675e-02	3.87197347e-02	2.35634518e-01	5.05524873e-02	1.96266737e-01
8.95000000e-01	1.18308772e-02	3.93467285e-02	2.40394350e-01	5.13839013e-02	2.00360941e-01
8.96000000e-01	1.20000676e-02	3.99816355e-02	2.45233796e-01	5.22260517e-02	2.04525708e-01
8.97000000e-01	1.21708418e-02	4.06245377e-02	2.50153805e-01	5.30785662e-02	2.08762435e-01
8.98000000e-01	1.23425122e-02	4.12723190e-02	2.55154271e-01	5.39391316e-02	2.13071190e-01
8.99000000e-01	1.25156204e-02	4.19282887e-02	2.60236676e-01	5.48111678e-02	2.17453488e-01
9.00000000e-01	1.26918278e-02	4.25956885e-02	2.65405083e-01	5.56969832e-02	2.21911102e-01
9.01000000e-01	1.28683096e-02	4.32681615e-02	2.70658489e-01	5.65907725e-02	2.26443990e-01
9.02000000e-01	1.30467233e-02	4.39491867e-02	2.75996739e-01	5.74969978e-02	2.31053180e-01
9.03000000e-01	1.32281124e-02	4.46420224e-02	2.81424821e-01	5.84176493e-02	2.35740680e-01
9.04000000e-01	1.34096549e-02	4.53400431e-02	2.86940900e-01	5.93460901e-02	2.40506893e-01
9.05000000e-01	1.35933675e-02	4.60468219e-02	2.92545476e-01	6.02873073e-02	2.45352667e-01
9.06000000e-01	1.37799894e-02	4.67658488e-02	2.98243979e-01	6.12436593e-02	2.50279859e-01
9.07000000e-01	1.39678750e-02	4.74938536e-02	3.04035685e-01	6.22115412e-02	2.55289575e-01
9.08000000e-01	1.41581299e-02	4.82309783e-02	3.09921140e-01	6.31925258e-02	2.60382007e-01
9.09000000e-01	1.43497722e-02	4.89772789e-02	3.15901841e-01	6.41862464e-02	2.65558452e-01
9.10000000e-01	1.45421260e-02	4.97290397e-02	3.21975671e-01	6.51884039e-02	2.70820170e-01
9.11000000e-01	1.47363066e-02	5.04897957e-02	3.28145828e-01	6.62029049e-02	2.76168987e-01
9.12000000e-01	1.49325627e-02	5.12597665e-02	3.34415781e-01	6.72298106e-02	2.81605565e-01
9.13000000e-01	1.51300890e-02	5.20392252e-02	3.40785337e-01	6.82697351e-02	2.87131298e-01
9.14000000e-01	1.53302528e-02	5.28281540e-02	3.47256375e-01	6.93227798e-02	2.92746929e-01
9.15000000e-01	1.55313332e-02	5.36266803e-02	3.53830136e-01	7.03887962e-02	2.98454281e-01
9.16000000e-01	1.57362945e-02	5.44386405e-02	3.60509909e-01	7.14715914e-02	3.04254806e-01
9.17000000e-01	1.59424579e-02	5.52605670e-02	3.67297194e-01	7.25679899e-02	3.10149034e-01
9.18000000e-01	1.61496006e-02	5.60888322e-02	3.74188355e-01	7.36750133e-02	3.16137232e-01
9.19000000e-01	1.63583890e-02	5.69267929e-02	3.81185578e-01	7.47955218e-02	3.22222046e-01
9.20000000e-01	1.65693597e-02	5.77743915e-02	3.88292984e-01	7.59283327e-02	3.28405218e-01
9.21000000e-01	1.67816965e-02	5.86322294e-02	3.95511641e-01	7.70753639e-02	3.34687450e-01
9.22000000e-01	1.69980482e-02	5.95045265e-02	4.02845513e-01	7.82410852e-02	3.41069976e-01
9.23000000e-01	1.76697012e-02	6.08204858e-02	4.10312284e-01	7.98555933e-02	3.47595776e-01
9.24000000e-01	1.78953018e-02	6.17134012e-02	4.17925872e-01	8.10528521e-02	3.54233704e-01
9.25000000e-01	1.81212010e-02	6.26237954e-02	4.25667229e-01	8.22721356e-02	3.60976316e-01
9.26000000e-01	1.83492185e-02	6.35415255e-02	4.33522216e-01	8.35042460e-02	3.67824432e-01
9.27000000e-01	1.85781349e-02	6.44697494e-02	4.41498877e-01	8.47502285e-02	3.74782682e-01
9.28000000e-01	1.88090689e-02	6.54087422e-02	4.49599450e-01	8.60093681e-02	3.81852301e-01
9.29000000e-01	1.90420985e-02	6.63592076e-02	4.57826278e-01	8.72852655e-02	3.89033545e-01
9.30000000e-01	1.92786313e-02	6.73259605e-02	4.66183437e-01	8.85821146e-02	3.96327957e-01
9.31000000e-01	1.95151375e-02	6.82999069e-02	4.74667029e-01	8.98898099e-02	4.03736838e-01
9.32000000e-01	1.97540788e-02	6.92853397e-02	4.83278972e-01	9.12138342e-02	4.11262412e-01
9.33000000e-01	1.99951875e-02	7.02824136e-02	4.92024352e-01	9.25536179e-02	4.18905764e-01
9.34000000e-01	2.02376195e-02	7.12914345e-02	5.00902861e-01	9.39095352e-02	4.26669237e-01
9.35000000e-01	2.04832216e-02	7.23123608e-02	5.09917237e-01	9.52822697e-02	4.34553217e-01
9.36000000e-01	2.07296745e-02	7.33454798e-02	5.19069135e-01	9.66717179e-02	4.42560214e-01
9.37000000e-01	2.09792841e-02	7.43906658e-02	5.28359296e-01	9.80777208e-02	4.50691292e-01
9.38000000e-01	2.12301404e-02	7.54480930e-02	5.37790844e-01	9.95007156e-02	4.58948724e-01
9.39000000e-01	2.14838594e-02	7.65180478e-02	5.47365013e-01	1.00940915e-01	4.67333282e-01
9.40000000e-01	2.17389752e-02	7.76005130e-02	5.57083350e-01	1.02398528e-01	4.75847419e-01
9.41000000e-01	2.19969936e-02	7.86956096e-02	5.66948130e-01	1.03873466e-01	4.84492159e-01
9.42000000e-01	2.22563206e-02	7.98034965e-02	5.76960952e-01	1.05366101e-01	4.93269915e-01
9.43000000e-01	2.25202270e-02	8.09291498e-02	5.87126725e-01	1.06881277e-01	5.02182671e-01
9.44000000e-01	2.27839426e-02	8.20632089e-02	5.97444036e-01	1.08409931e-01	5.11230202e-01
9.45000000e-01	2.30501211e-02	8.32105499e-02	6.07911810e-01	1.09957740e-01	5.20415346e-01
9.46000000e-01	2.33188937e-02	8.43706640e-02	6.18535731e-01	1.11522624e-01	5.29740354e-01
9.47000000e-01	2.35889497e-02	8.55441745e-02	6.29317655e-01	1.13105483e-01	5.39207741e-01
9.48000000e-01	2.38641122e-02	8.67363881e-02	6.40262798e-01	1.14712931e-01	5.48818370e-01
9.49000000e-01	2.41386514e-02	8.79376370e-02	6.51369205e-01	1.16334805e-01	5.58572395e-01
9.50000000e-01	2.44158834e-02	8.91526472e-02	6.62634903e-01	1.17976180e-01	5.68473499e-01
9.51000000e-01	2.46974362e-02	9.03860750e-02	6.74070547e-01	1.19640383e-01	5.78524966e-01
9.52000000e-01	2.49802659e-02	9.16340218e-02	6.85677352e-01	1.21324008e-01	5.88727222e-01
9.53000000e-01	2.52646238e-02	9.28916593e-02	6.97450303e-01	1.23024827e-01	5.99078958e-01
9.54000000e-01	2.55505156e-02	9.41633240e-02	7.09391908e-01	1.24745112e-01	6.09585683e-01
9.55000000e-01	2.58392589e-02	9.54483438e-02	7.21507232e-01	1.26482324e-01	6.20250210e-01
9.56000000e-01	2.61298350e-02	9.67479762e-02	7.33800713e-01	1.28240502e-01	6.31073351e-01
9.57000000e-01	2.64235027e-02	9.80630764e-02	7.46273250e-01	1.30020943e-01	6.42055034e-01
9.58000000e-01	2.67183833e-02	9.93928890e-02	7.58924630e-01	1.31821368e-01	6.53199921e-01
9.59000000e-01	2.70184725e-02	1.00742666e-01	7.71762401e-01	1.33646855e-01	6.64510848e-01
9.60000000e-01	2.73198642e-02	1.02108078e-01	7.84789550e-01	1.35494208e-01	6.75987618e-01
9.61000000e-01	2.76239788e-02	1.03489554e-01	7.98002780e-01	1.37364819e-01	6.87631389e-01
9.62000000e-01	2.79285400e-02	1.04880695e-01	8.11401187e-01	1.39250983e-01	6.99444422e-01
9.63000000e-01	2.82352685e-02	1.06286827e-01	8.24988702e-01	1.41157413e-01	7.11431804e-01
9.64000000e-01	2.85452289e-02	1.07708043e-01	8.38772119e-01	1.43084803e-01	7.23593892e-01
9.65000000e-01	2.88564459e-02	1.09145482e-01	8.52752797e-01	1.45035203e-01	7.35932967e-01
9.66000000e-01	2.91730844e-02	1.10604774e-01	8.66935161e-01	1.47013829e-01	7.48451913e-01
9.67000000e-01	2.94890880e-02	1.12074451e-01	8.81318655e-01	1.49008827e-01	7.61150828e-01
9.68000000e-01	2.98079889e-02	1.13560652e-01	8.95902163e-01	1.51027880e-01	7.74033109e-01
9.69000000e-01	3.01316355e-02	1.15068587e-01	9.10696087e-01	1.53074277e-01	7.87103008e-01
9.70000000e-01	3.04566181e-02	1.16593387e-01	9.25702522e-01	1.55143171e-01	8.00361649e-01
9.71000000e-01	3.07830870e-02	1.18129881e-01	9.40916534e-01	1.57232712e-01	8.13806856e-01
9.72000000e-01	3.11112413e-02	1.19683075e-01	9.56340145e-01	1.59345710e-01	8.27445261e-01
9.73000000e-01	3.14425283e-02	1.21251842e-01	9.71979438e-01	1.61478664e-01	8.41280500e-01
9.74000000e-01	3.17757181e-02	1.22837718e-01	9.87840128e-01	1.63636389e-01	8.55313661e-01
9.75000000e-01	3.21122431e-02	1.24441926e-01	1.00392314e+00	1.65820613e-01	8.69544349e-01
9.76000000e-01	3.24500255e-02	1.26063467e-01	1.02022821e+00	1.68028587e-01	8.83978343e-01
9.77000000e-01	3.27936056e-02	1.27708210e-01	1.03676432e+00	1.70266068e-01	8.98619174e-01
9.78000000e-01	3.31364053e-02	1.29365034e-01	1.05353121e+00	1.72523323e-01	9.13464424e-01
9.79000000e-01	3.34821507e-02	1.31040515e-01	1.07052511e+00	1.74808089e-01	9.28518324e-01
9.80000000e-01	3.38309027e-02	1.32732985e-01	1.08775332e+00	1.77115550e-01	9.43785224e-01
9.81000000e-01	3.41811082e-02	1.34443396e-01	1.10522056e+00	1.79447423e-01	9.59268791e-01
9.82000000e-01	3.45374975e-02	1.36179171e-01	1.12293382e+00	1.81813674e-01	9.74969330e-01
