#FEDEM	R7.2.2 16 feb 2018 12:26:37
#PARENT	D:\Src\ftKernel.git\solverTests\CamJoint\CamWithDamping.fmm
#FILE 	D:\Src\ftKernel.git\solverTests\CamJoint\CamWithDamping.asc
#USER 	kmo
#DATE 	Fri Sep 21 17:01:20 2018
#
#DESCRIPTION	Energy_check-sum	Energy_loss	Strain_energy	Kinetic_energy	Potential_energy	Cam_joint__1___Tx_spring__Force_value_vs_Time	Cam_joint__1___Tx_damper__Force_value_vs_Time
1.79000000e+00	-4.61084557e+01	1.19490303e+02	0.00000000e+00	7.26621582e+03	-7.43181445e+03	0.00000000e+00	2.32820969e+02
1.80000000e+00	-4.54625740e+01	1.24212746e+02	0.00000000e+00	7.27983447e+03	-7.44950977e+03	0.00000000e+00	2.01774582e+02
1.81000000e+00	-4.54299011e+01	1.27677780e+02	0.00000000e+00	7.29523486e+03	-7.46834229e+03	0.00000000e+00	1.70490891e+02
1.82000000e+00	-4.54551659e+01	1.30075882e+02	0.00000000e+00	7.31276514e+03	-7.48829639e+03	0.00000000e+00	1.39201294e+02
1.83000000e+00	-4.54847221e+01	1.31603348e+02	0.00000000e+00	7.33225488e+03	-7.50934326e+03	0.00000000e+00	1.07957970e+02
1.84000000e+00	-4.55133133e+01	1.32456863e+02	0.00000000e+00	7.35348438e+03	-7.53145459e+03	0.00000000e+00	7.67958679e+01
1.85000000e+00	-4.55403366e+01	1.32832397e+02	0.00000000e+00	7.37622900e+03	-7.55460205e+03	0.00000000e+00	4.57487717e+01
1.86000000e+00	-4.55656509e+01	1.32924240e+02	0.00000000e+00	7.40026563e+03	-7.57875537e+03	0.00000000e+00	1.48507385e+01
1.87000000e+00	-4.55891609e+01	1.32924255e+02	0.00000000e+00	7.42537207e+03	-7.60388574e+03	0.00000000e+00	-1.58640003e+01
1.88000000e+00	-4.56107864e+01	1.33021042e+02	0.00000000e+00	7.45133154e+03	-7.62996338e+03	0.00000000e+00	-4.63612518e+01
1.89000000e+00	-4.56304550e+01	1.33399048e+02	0.00000000e+00	7.47792969e+03	-7.65695898e+03	0.00000000e+00	-7.66070862e+01
1.90000000e+00	-4.56481094e+01	1.34237869e+02	0.00000000e+00	7.50495752e+03	-7.68484326e+03	0.00000000e+00	-1.06568092e+02
1.91000000e+00	-4.56637001e+01	1.35711456e+02	0.00000000e+00	7.53221191e+03	-7.71358691e+03	0.00000000e+00	-1.36211578e+02
1.92000000e+00	-4.56771889e+01	1.37987366e+02	0.00000000e+00	7.55949658e+03	-7.74316113e+03	0.00000000e+00	-1.65505768e+02
1.93000000e+00	-4.56885567e+01	1.41226181e+02	0.00000000e+00	7.58662207e+03	-7.77353662e+03	0.00000000e+00	-1.94420074e+02
1.94000000e+00	-4.56977882e+01	1.45580826e+02	0.00000000e+00	7.61340674e+03	-7.80468555e+03	0.00000000e+00	-2.22925186e+02
1.95000000e+00	-4.57048950e+01	1.51196121e+02	0.00000000e+00	7.63967773e+03	-7.83657861e+03	0.00000000e+00	-2.50993332e+02
1.96000000e+00	-4.74870224e+01	1.58190918e+02	1.98977329e-02	7.66345947e+03	-7.86915723e+03	-1.21229012e+02	-2.77947205e+02
1.97000000e+00	-8.25782318e+01	1.63456772e+02	2.62596313e+02	7.38765381e+03	-7.89628516e+03	-2.29152637e+04	-1.81494308e+02
1.98000000e+00	-8.41665497e+01	1.63923035e+02	4.42095184e+02	7.21546094e+03	-7.90564600e+03	-2.97339375e+04	4.47341614e+01
1.99000000e+00	-9.02143021e+01	1.65834091e+02	1.26827835e+02	7.50992676e+03	-7.89280322e+03	-1.59239551e+04	2.32030869e+02
2.00000000e+00	-3.76135182e+00	1.72343460e+02	0.00000000e+00	7.69041064e+03	-7.86651563e+03	0.00000000e+00	2.78605896e+02
2.01000000e+00	2.01137562e+01	1.79422241e+02	0.00000000e+00	7.67782471e+03	-7.83713330e+03	0.00000000e+00	2.53533096e+02
2.02000000e+00	2.24136181e+01	1.85061096e+02	0.00000000e+00	7.64587988e+03	-7.80852734e+03	0.00000000e+00	2.21379349e+02
2.03000000e+00	2.26023121e+01	1.89264709e+02	0.00000000e+00	7.61439502e+03	-7.78105713e+03	0.00000000e+00	1.88662003e+02
2.04000000e+00	2.25890026e+01	1.92235825e+02	0.00000000e+00	7.58508350e+03	-7.75473047e+03	0.00000000e+00	1.56066528e+02
2.05000000e+00	2.25579491e+01	1.94192566e+02	0.00000000e+00	7.55788330e+03	-7.72951807e+03	0.00000000e+00	1.23693039e+02
2.06000000e+00	2.25269642e+01	1.95351196e+02	0.00000000e+00	7.53256494e+03	-7.70538965e+03	0.00000000e+00	9.15829849e+01
2.07000000e+00	2.24978371e+01	1.95923920e+02	0.00000000e+00	7.50888672e+03	-7.68231250e+03	0.00000000e+00	5.97718773e+01
2.08000000e+00	2.24708004e+01	1.96117798e+02	0.00000000e+00	7.48660986e+03	-7.66025684e+03	0.00000000e+00	2.82943401e+01
2.09000000e+00	2.24459324e+01	1.96134018e+02	0.00000000e+00	7.46550342e+03	-7.63919141e+03	0.00000000e+00	-2.81561160e+00
2.10000000e+00	-1.73691696e+02	0.00000000e+00	0.00000000e+00	7.44540283e+03	-7.61909473e+03	0.00000000e+00	0.00000000e+00
2.11000000e+00	-1.73692032e+02	0.00000000e+00	0.00000000e+00	7.42626855e+03	-7.59996045e+03	0.00000000e+00	0.00000000e+00
2.12000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.40809668e+03	-7.58178906e+03	0.00000000e+00	0.00000000e+00
2.13000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.39088770e+03	-7.56457959e+03	0.00000000e+00	0.00000000e+00
2.14000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.37464063e+03	-7.54833252e+03	0.00000000e+00	0.00000000e+00
2.15000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.35935596e+03	-7.53304785e+03	0.00000000e+00	0.00000000e+00
2.16000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.34503369e+03	-7.51872559e+03	0.00000000e+00	0.00000000e+00
2.17000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.33167383e+03	-7.50536572e+03	0.00000000e+00	0.00000000e+00
2.18000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.31927637e+03	-7.49296826e+03	0.00000000e+00	0.00000000e+00
2.19000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.30784082e+03	-7.48153320e+03	0.00000000e+00	0.00000000e+00
2.20000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.29736816e+03	-7.47106006e+03	0.00000000e+00	0.00000000e+00
2.21000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.28785791e+03	-7.46154980e+03	0.00000000e+00	0.00000000e+00
2.22000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.27930957e+03	-7.45300146e+03	0.00000000e+00	0.00000000e+00
2.23000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.27172363e+03	-7.44541602e+03	0.00000000e+00	0.00000000e+00
2.24000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.26510059e+03	-7.43879248e+03	0.00000000e+00	0.00000000e+00
2.25000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.25943945e+03	-7.43313135e+03	0.00000000e+00	0.00000000e+00
2.26000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.25474072e+03	-7.42843311e+03	0.00000000e+00	0.00000000e+00
2.27000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.25100439e+03	-7.42469678e+03	0.00000000e+00	0.00000000e+00
2.28000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.24823047e+03	-7.42192285e+03	0.00000000e+00	0.00000000e+00
2.29000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.24641895e+03	-7.42011133e+03	0.00000000e+00	0.00000000e+00
2.30000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.24556982e+03	-7.41926172e+03	0.00000000e+00	0.00000000e+00
2.31000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.24568311e+03	-7.41937500e+03	0.00000000e+00	0.00000000e+00
2.32000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.24675830e+03	-7.42045068e+03	0.00000000e+00	0.00000000e+00
2.33000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.24879639e+03	-7.42248828e+03	0.00000000e+00	0.00000000e+00
2.34000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.25179639e+03	-7.42548877e+03	0.00000000e+00	0.00000000e+00
2.35000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.25575928e+03	-7.42945117e+03	0.00000000e+00	0.00000000e+00
2.36000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.26068408e+03	-7.43437598e+03	0.00000000e+00	0.00000000e+00
2.37000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.26657129e+03	-7.44026367e+03	0.00000000e+00	0.00000000e+00
2.38000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.27342090e+03	-7.44711328e+03	0.00000000e+00	0.00000000e+00
2.39000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.28123340e+03	-7.45492529e+03	0.00000000e+00	0.00000000e+00
2.40000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.29000732e+03	-7.46369971e+03	0.00000000e+00	0.00000000e+00
2.41000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.29974414e+03	-7.47343652e+03	0.00000000e+00	0.00000000e+00
2.42000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.31044336e+03	-7.48413525e+03	0.00000000e+00	0.00000000e+00
2.43000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.32210498e+03	-7.49579688e+03	0.00000000e+00	0.00000000e+00
2.44000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.33472852e+03	-7.50842090e+03	0.00000000e+00	0.00000000e+00
2.45000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.34831494e+03	-7.52200684e+03	0.00000000e+00	0.00000000e+00
2.46000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.36286377e+03	-7.53655566e+03	0.00000000e+00	0.00000000e+00
2.47000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.37837451e+03	-7.55206641e+03	0.00000000e+00	0.00000000e+00
2.48000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.39484766e+03	-7.56854004e+03	0.00000000e+00	0.00000000e+00
2.49000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.41228320e+03	-7.58597559e+03	0.00000000e+00	0.00000000e+00
2.50000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.43068115e+03	-7.60437354e+03	0.00000000e+00	0.00000000e+00
2.51000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.45004199e+03	-7.62373389e+03	0.00000000e+00	0.00000000e+00
2.52000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.47036426e+03	-7.64405664e+03	0.00000000e+00	0.00000000e+00
2.53000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.49164941e+03	-7.66534180e+03	0.00000000e+00	0.00000000e+00
2.54000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.51389697e+03	-7.68758887e+03	0.00000000e+00	0.00000000e+00
2.55000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.53710693e+03	-7.71079883e+03	0.00000000e+00	0.00000000e+00
2.56000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.56127881e+03	-7.73497119e+03	0.00000000e+00	0.00000000e+00
2.57000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.58641357e+03	-7.76010547e+03	0.00000000e+00	0.00000000e+00
2.58000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.61251025e+03	-7.78620264e+03	0.00000000e+00	0.00000000e+00
2.59000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.63956982e+03	-7.81326172e+03	0.00000000e+00	0.00000000e+00
2.60000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.66759131e+03	-7.84128320e+03	0.00000000e+00	0.00000000e+00
2.61000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.69657520e+03	-7.87026758e+03	0.00000000e+00	0.00000000e+00
2.62000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.72652148e+03	-7.90021387e+03	0.00000000e+00	0.00000000e+00
2.63000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.75743018e+03	-7.93112256e+03	0.00000000e+00	0.00000000e+00
2.64000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.78930127e+03	-7.96299365e+03	0.00000000e+00	0.00000000e+00
2.65000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.82213477e+03	-7.99582715e+03	0.00000000e+00	0.00000000e+00
2.66000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.85593066e+03	-8.02962256e+03	0.00000000e+00	0.00000000e+00
2.67000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.89068896e+03	-8.06438086e+03	0.00000000e+00	0.00000000e+00
2.68000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.92640918e+03	-8.10010156e+03	0.00000000e+00	0.00000000e+00
2.69000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	7.96309229e+03	-8.13678418e+03	0.00000000e+00	0.00000000e+00
2.70000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	8.00073730e+03	-8.17442969e+03	0.00000000e+00	0.00000000e+00
2.71000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	8.03934521e+03	-8.21303711e+03	0.00000000e+00	0.00000000e+00
2.72000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	8.07891504e+03	-8.25260742e+03	0.00000000e+00	0.00000000e+00
2.73000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	8.11944727e+03	-8.29313965e+03	0.00000000e+00	0.00000000e+00
2.74000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	8.16094189e+03	-8.33463379e+03	0.00000000e+00	0.00000000e+00
2.75000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	8.20339941e+03	-8.37709082e+03	0.00000000e+00	0.00000000e+00
2.76000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	8.24681836e+03	-8.42051074e+03	0.00000000e+00	0.00000000e+00
2.77000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	8.29120020e+03	-8.46489258e+03	0.00000000e+00	0.00000000e+00
2.78000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	8.33654395e+03	-8.51023633e+03	0.00000000e+00	0.00000000e+00
2.79000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	8.38285059e+03	-8.55654297e+03	0.00000000e+00	0.00000000e+00
2.80000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	8.43011914e+03	-8.60381152e+03	0.00000000e+00	0.00000000e+00
2.81000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	8.47835059e+03	-8.65204297e+03	0.00000000e+00	0.00000000e+00
2.82000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	8.52754395e+03	-8.70123633e+03	0.00000000e+00	0.00000000e+00
2.83000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	8.57770020e+03	-8.75139258e+03	0.00000000e+00	0.00000000e+00
2.84000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	8.62881836e+03	-8.80251074e+03	0.00000000e+00	0.00000000e+00
2.85000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	8.68089941e+03	-8.85459082e+03	0.00000000e+00	0.00000000e+00
2.86000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	8.73394238e+03	-8.90763379e+03	0.00000000e+00	0.00000000e+00
2.87000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	8.78794727e+03	-8.96163965e+03	0.00000000e+00	0.00000000e+00
2.88000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	8.84291504e+03	-9.01660742e+03	0.00000000e+00	0.00000000e+00
2.89000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	8.89884570e+03	-9.07253711e+03	0.00000000e+00	0.00000000e+00
2.90000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	8.95573730e+03	-9.12942969e+03	0.00000000e+00	0.00000000e+00
2.91000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	9.01359277e+03	-9.18728418e+03	0.00000000e+00	0.00000000e+00
2.92000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	9.07241016e+03	-9.24610156e+03	0.00000000e+00	0.00000000e+00
2.93000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	9.13218945e+03	-9.30588086e+03	0.00000000e+00	0.00000000e+00
2.94000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	9.19293164e+03	-9.36662305e+03	0.00000000e+00	0.00000000e+00
2.95000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	9.25463574e+03	-9.42832715e+03	0.00000000e+00	0.00000000e+00
2.96000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	9.31730176e+03	-9.49099414e+03	0.00000000e+00	0.00000000e+00
2.97000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	9.38093066e+03	-9.55462305e+03	0.00000000e+00	0.00000000e+00
2.98000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	9.44552246e+03	-9.61921484e+03	0.00000000e+00	0.00000000e+00
2.99000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	9.51107617e+03	-9.68476855e+03	0.00000000e+00	0.00000000e+00
3.00000000e+00	-1.73692062e+02	0.00000000e+00	0.00000000e+00	9.57759180e+03	-9.75128418e+03	0.00000000e+00	0.00000000e+00
