#FEDEM	R7.0 30 Nov 2012 10:06:52
#PARENT	N:\Software_Testing\Regression_Tests\15_softblades_eigenmodes\test-original.fmm
#FILE 	..\..\exported_curves.asc
#USER 	kmo
#DATE 	Wed Aug 28 13:01:12 2013
#
#DESCRIPTION	Eigenvalues__Mode__1__Eigenfrequency_vs_Time	Eigenvalues__Mode__2__Eigenfrequency_vs_Time	Eigenvalues__Mode__3__Eigenfrequency_vs_Time	Eigenvalues__Mode__4__Eigenfrequency_vs_Time	Eigenvalues__Mode__5__Eigenfrequency_vs_Time	Eigenvalues__Mode__6__Eigenfrequency_vs_Time	Eigenvalues__Mode__7__Eigenfrequency_vs_Time	Eigenvalues__Mode__8__Eigenfrequency_vs_Time	Eigenvalues__Mode__9__Eigenfrequency_vs_Time	Eigenvalues__Mode_10__Eigenfrequency_vs_Time
0.00000000e+000	6.58429205e-001	6.68341994e-001	6.68926656e-001	1.06026673e+000	1.07071638e+000	1.07372594e+000	1.90506804e+000	1.91459739e+000	1.91840124e+000	3.89491773e+000
1.00000000e-001	6.58420742e-001	6.68332756e-001	6.68917239e-001	1.06031728e+000	1.07076716e+000	1.07377768e+000	1.90499008e+000	1.91451478e+000	1.91831744e+000	3.89565706e+000
2.00000000e-001	6.58429146e-001	6.68342233e-001	6.68926954e-001	1.06027532e+000	1.07072377e+000	1.07373083e+000	1.90505314e+000	1.91459084e+000	1.91839409e+000	3.89499354e+000
3.00000000e-001	6.58425629e-001	6.68337464e-001	6.68921888e-001	1.06030822e+000	1.07075870e+000	1.07376969e+000	1.90500307e+000	1.91452193e+000	1.91832483e+000	3.89551640e+000
4.00000000e-001	6.58431768e-001	6.68346345e-001	6.68931007e-001	1.06026530e+000	1.07071233e+000	1.07371616e+000	1.90504265e+000	1.91458106e+000	1.91838443e+000	3.89458537e+000
5.00000000e-001	6.58426523e-001	6.68339074e-001	6.68923378e-001	1.06027448e+000	1.07072365e+000	1.07373238e+000	1.90499830e+000	1.91451097e+000	1.91831493e+000	3.89448762e+000
6.00000000e-001	6.58428490e-001	6.68344796e-001	6.68929160e-001	1.06024003e+000	1.07068574e+000	1.07368743e+000	1.90501666e+000	1.91455519e+000	1.91836023e+000	3.89369750e+000
7.00000000e-001	6.58427179e-001	6.68341160e-001	6.68925703e-001	1.06025803e+000	1.07070708e+000	1.07371557e+000	1.90499520e+000	1.91451013e+000	1.91831386e+000	3.89413834e+000
8.00000000e-001	6.58429682e-001	6.68347299e-001	6.68931603e-001	1.06024492e+000	1.07069147e+000	1.07369447e+000	1.90501201e+000	1.91455293e+000	1.91835797e+000	3.89392519e+000
9.00000000e-001	6.58427477e-001	6.68341458e-001	6.68926001e-001	1.06026053e+000	1.07070982e+000	1.07371843e+000	1.90499938e+000	1.91451669e+000	1.91832030e+000	3.89423013e+000
1.00000000e+000	6.58426583e-001	6.68343127e-001	6.68927431e-001	1.06025493e+000	1.07070196e+000	1.07370627e+000	1.90500736e+000	1.91454589e+000	1.91835010e+000	3.89410210e+000
1.10000000e+000	6.58426464e-001	6.68339849e-001	6.68924212e-001	1.06027520e+000	1.07072461e+000	1.07373381e+000	1.90500748e+000	1.91452777e+000	1.91833138e+000	3.89461517e+000
1.20000000e+000	6.58427238e-001	6.68341160e-001	6.68925703e-001	1.06028271e+000	1.07073104e+000	1.07373762e+000	1.90501845e+000	1.91455245e+000	1.91835546e+000	3.89496136e+000
1.30000000e+000	6.58426225e-001	6.68338001e-001	6.68922484e-001	1.06029439e+000	1.07074463e+000	1.07375515e+000	1.90502024e+000	1.91454208e+000	1.91834521e+000	3.89530182e+000
1.40000000e+000	6.58423662e-001	6.68336570e-001	6.68921173e-001	1.06029427e+000	1.07074308e+000	1.07375109e+000	1.90501773e+000	1.91455007e+000	1.91835272e+000	3.89532113e+000
1.50000000e+000	6.58423364e-001	6.68336093e-001	6.68920636e-001	1.06029427e+000	1.07074404e+000	1.07375419e+000	1.90502012e+000	1.91454625e+000	1.91834939e+000	3.89530540e+000
1.60000000e+000	6.58423543e-001	6.68336332e-001	6.68920815e-001	1.06029201e+000	1.07074082e+000	1.07374895e+000	1.90502024e+000	1.91454923e+000	1.91835237e+000	3.89522696e+000
1.70000000e+000	6.58424437e-001	6.68337703e-001	6.68922246e-001	1.06029069e+000	1.07073987e+000	1.07374847e+000	1.90502179e+000	1.91454959e+000	1.91835272e+000	3.89520335e+000
1.80000000e+000	6.58425570e-001	6.68340266e-001	6.68924689e-001	1.06028843e+000	1.07073724e+000	1.07374489e+000	1.90502107e+000	1.91455197e+000	1.91835511e+000	3.89514184e+000
1.90000000e+000	6.58427179e-001	6.68341875e-001	6.68926358e-001	1.06028092e+000	1.07072937e+000	1.07373595e+000	1.90502250e+000	1.91455042e+000	1.91835368e+000	3.89493251e+000
2.00000000e+000	6.58427298e-001	6.68342531e-001	6.68926895e-001	1.06027174e+000	1.07071960e+000	1.07372510e+000	1.90501523e+000	1.91454279e+000	1.91834652e+000	3.89457464e+000
2.10000000e+000	6.58426642e-001	6.68341577e-001	6.68925941e-001	1.06025863e+000	1.07070577e+000	1.07371008e+000	1.90501058e+000	1.91453719e+000	1.91834128e+000	3.89419532e+000
2.20000000e+000	6.58426225e-001	6.68341398e-001	6.68925822e-001	1.06025684e+000	1.07070482e+000	1.07371068e+000	1.90500438e+000	1.91452944e+000	1.91833341e+000	3.89412189e+000
2.30000000e+000	6.58427358e-001	6.68342829e-001	6.68927252e-001	1.06025708e+000	1.07070494e+000	1.07371056e+000	1.90500820e+000	1.91453755e+000	1.91834152e+000	3.89421082e+000
2.40000000e+000	6.58427000e-001	6.68341219e-001	6.68925643e-001	1.06026447e+000	1.07071328e+000	1.07372117e+000	1.90500653e+000	1.91452992e+000	1.91833353e+000	3.89441967e+000
2.50000000e+000	6.58426523e-001	6.68341637e-001	6.68926001e-001	1.06026566e+000	1.07071424e+000	1.07372129e+000	1.90501058e+000	1.91454136e+000	1.91834497e+000	3.89446044e+000
2.60000000e+000	6.58424914e-001	6.68338954e-001	6.68923378e-001	1.06027508e+000	1.07072437e+000	1.07373297e+000	1.90500724e+000	1.91453278e+000	1.91833615e+000	3.89469051e+000
2.70000000e+000	6.58425808e-001	6.68339849e-001	6.68924212e-001	1.06027925e+000	1.07072842e+000	1.07373691e+000	1.90501630e+000	1.91454709e+000	1.91835034e+000	3.89486027e+000
