#FEDEM	R7.0 30 Nov 2012 10:06:52
#PARENT	D:\Src\extra.git\SystemTests\14_stiff_root_shear_and_moment\WindTurbine-R700.fmm
#FILE 	..\..\exported_curves.asc
#USER 	kmo
#DATE 	Fri Oct 05 12:46:37 2018
#
#DESCRIPTION	Triad__2__Cone_1__Local_coordinates__Force__X_vs_Time	Triad__2__Cone_1__Local_coordinates__Force__Y_vs_Time	Triad__2__Cone_1__Local_coordinates__Force__Z_vs_Time	Triad__2__Cone_1__Local_coordinates__Moment__X_vs_Time	Triad__2__Cone_1__Local_coordinates__Moment__Y_vs_Time	Triad__2__Cone_1__Local_coordinates__Moment__Z_vs_Time
0.00000000e+000	7.58815430e+003	9.52558499e-003	-1.73863172e+005	1.01330345e+002	1.56639359e+005	4.42254448e+000
2.50000000e-002	9.99094336e+003	-4.81526733e+002	-1.73867156e+005	5.50727930e+003	1.80167219e+005	-7.06196289e+002
5.00000000e-002	1.26183477e+004	-1.28885413e+003	-1.73876031e+005	1.45671797e+004	2.16394141e+005	-4.04392285e+003
7.50000000e-002	1.28157275e+004	-1.34880225e+003	-1.73870797e+005	1.88838809e+004	2.37035875e+005	-7.03459570e+003
1.00000000e-001	1.34950459e+004	-1.39748901e+003	-1.73854141e+005	2.11744805e+004	2.56433219e+005	-7.68725342e+003
1.25000000e-001	1.40711826e+004	-1.55338416e+003	-1.73865156e+005	2.34659785e+004	2.76056469e+005	-7.65309424e+003
1.50000000e-001	1.44568203e+004	-1.55081335e+003	-1.73876109e+005	2.50447031e+004	2.95450438e+005	-5.98070996e+003
1.75000000e-001	1.52486523e+004	-1.68510107e+003	-1.73870234e+005	2.68629863e+004	3.18960625e+005	-3.96000220e+003
2.00000000e-001	1.59772207e+004	-1.74064038e+003	-1.73860750e+005	2.76715703e+004	3.43456125e+005	-3.17119287e+003
2.25000000e-001	1.66362988e+004	-1.60248401e+003	-1.73866000e+005	2.56409668e+004	3.66767906e+005	-3.80128857e+003
2.50000000e-001	1.70153223e+004	-1.20126721e+003	-1.73872828e+005	2.14128867e+004	3.87950188e+005	-5.10066895e+003
2.75000000e-001	1.75330137e+004	-9.21751160e+002	-1.73873453e+005	1.95815078e+004	4.10884281e+005	-5.90725195e+003
3.00000000e-001	1.84377598e+004	-1.12871094e+003	-1.73868203e+005	2.41158145e+004	4.39063000e+005	-6.21023828e+003
3.25000000e-001	1.97447109e+004	-1.63947839e+003	-1.73871672e+005	3.31133945e+004	4.69752688e+005	-6.06160938e+003
3.50000000e-001	2.04967090e+004	-2.04647571e+003	-1.73873344e+005	4.17517227e+004	4.90417156e+005	-5.48121924e+003
3.75000000e-001	1.98946309e+004	-2.23468384e+003	-1.73873266e+005	4.77161953e+004	4.91922344e+005	-4.56155078e+003
4.00000000e-001	1.85341406e+004	-2.27329028e+003	-1.73877063e+005	5.11461836e+004	4.83129000e+005	-3.99348047e+003
4.25000000e-001	1.79107031e+004	-2.24818164e+003	-1.73894031e+005	5.32237969e+004	4.82776031e+005	-4.29260254e+003
4.50000000e-001	1.84403008e+004	-2.29960742e+003	-1.73897688e+005	5.50802383e+004	4.96987969e+005	-5.21443555e+003
4.75000000e-001	1.91200039e+004	-2.29485596e+003	-1.73898891e+005	5.54699688e+004	5.15740750e+005	-6.11816113e+003
5.00000000e-001	1.93509082e+004	-2.00853857e+003	-1.73903359e+005	5.28778516e+004	5.31985875e+005	-6.33767188e+003
5.25000000e-001	1.96685059e+004	-1.66028564e+003	-1.73913047e+005	5.00278281e+004	5.49895438e+005	-5.55923486e+003
5.50000000e-001	2.04173203e+004	-1.62599902e+003	-1.73919750e+005	5.11794688e+004	5.72727375e+005	-4.40379248e+003
5.75000000e-001	2.12387129e+004	-1.91944983e+003	-1.73918766e+005	5.70673711e+004	5.96982688e+005	-3.97820776e+003
6.00000000e-001	2.18892793e+004	-2.36769043e+003	-1.73923563e+005	6.54398789e+004	6.18659813e+005	-4.50526221e+003
6.25000000e-001	2.22529023e+004	-2.80053418e+003	-1.73927438e+005	7.32676797e+004	6.35109438e+005	-5.33659082e+003
6.50000000e-001	2.22327930e+004	-3.02138794e+003	-1.73931703e+005	7.77322969e+004	6.45858875e+005	-5.92202100e+003
6.75000000e-001	2.21809922e+004	-2.96405786e+003	-1.73937297e+005	7.79347500e+004	6.55990625e+005	-6.06437988e+003
7.00000000e-001	2.26759180e+004	-2.77654346e+003	-1.73939172e+005	7.54966328e+004	6.72563813e+005	-5.72826807e+003
7.25000000e-001	2.38397070e+004	-2.61503516e+003	-1.73941219e+005	7.24024141e+004	6.96601313e+005	-5.12416699e+003
7.50000000e-001	2.51502832e+004	-2.46157056e+003	-1.73935797e+005	6.90908281e+004	7.20433125e+005	-4.63598486e+003
7.75000000e-001	2.58125645e+004	-2.25058911e+003	-1.73934391e+005	6.56027734e+004	7.33305625e+005	-4.51935010e+003
8.00000000e-001	2.55932188e+004	-2.08740845e+003	-1.73932906e+005	6.34773164e+004	7.31682813e+005	-4.72939063e+003
8.25000000e-001	2.50396484e+004	-2.15473340e+003	-1.73937234e+005	6.46950703e+004	7.21450125e+005	-5.11260254e+003
8.50000000e-001	2.45886426e+004	-2.46172681e+003	-1.73932891e+005	6.91212969e+004	7.07987313e+005	-5.59397607e+003
8.75000000e-001	2.40219180e+004	-2.82431396e+003	-1.73929156e+005	7.41329063e+004	6.89907438e+005	-5.99933643e+003
9.00000000e-001	2.30459453e+004	-3.01652588e+003	-1.73928984e+005	7.64439688e+004	6.64942188e+005	-6.00487939e+003
9.25000000e-001	2.18759375e+004	-2.91606738e+003	-1.73932828e+005	7.42792109e+004	6.36599250e+005	-5.54351416e+003
9.50000000e-001	2.10232285e+004	-2.59595386e+003	-1.73934063e+005	6.85460938e+004	6.12033063e+005	-4.98411523e+003
9.75000000e-001	2.07851289e+004	-2.25447803e+003	-1.73923422e+005	6.19088242e+004	5.95760813e+005	-4.71162598e+003
1.00000000e+000	2.10263066e+004	-2.03337280e+003	-1.73917813e+005	5.65480898e+004	5.85972063e+005	-4.78868652e+003
1.02500000e+000	2.11855293e+004	-1.92528186e+003	-1.73913094e+005	5.28916953e+004	5.75107813e+005	-5.10876563e+003
1.05000000e+000	2.07200566e+004	-1.86275610e+003	-1.73907422e+005	5.04566016e+004	5.56020688e+005	-5.52175537e+003
1.07500000e+000	1.96398496e+004	-1.84799695e+003	-1.73904547e+005	4.91898281e+004	5.28554000e+005	-5.75053027e+003
1.10000000e+000	1.84184629e+004	-1.92155347e+003	-1.73901109e+005	4.93031289e+004	4.99503625e+005	-5.59446729e+003
1.12500000e+000	1.76853770e+004	-2.08887988e+003	-1.73899594e+005	5.04782930e+004	4.77666156e+005	-5.25533691e+003
1.15000000e+000	1.76807168e+004	-2.27628052e+003	-1.73893219e+005	5.13014297e+004	4.66094219e+005	-5.14277295e+003
1.17500000e+000	1.78969492e+004	-2.30404468e+003	-1.73884531e+005	4.94798125e+004	4.59363250e+005	-5.32091943e+003
1.20000000e+000	1.79237539e+004	-2.06205005e+003	-1.73880500e+005	4.39603398e+004	4.52713875e+005	-5.48041699e+003
1.22500000e+000	1.80548711e+004	-1.68490234e+003	-1.73883453e+005	3.66492227e+004	4.48200219e+005	-5.44350244e+003
1.25000000e+000	1.85450684e+004	-1.42090942e+003	-1.73878578e+005	3.08369551e+004	4.47552156e+005	-5.23905518e+003
1.27500000e+000	1.90365020e+004	-1.37239478e+003	-1.73874781e+005	2.81828594e+004	4.46057156e+005	-5.00423633e+003
1.30000000e+000	1.90171641e+004	-1.46022083e+003	-1.73870859e+005	2.79836094e+004	4.36611781e+005	-5.05643359e+003
1.32500000e+000	1.82332285e+004	-1.56367444e+003	-1.73873203e+005	2.85857402e+004	4.15523156e+005	-5.40226953e+003
1.35000000e+000	1.68464102e+004	-1.60596289e+003	-1.73875766e+005	2.88288164e+004	3.86205250e+005	-5.50297266e+003
1.37500000e+000	1.56515107e+004	-1.62373669e+003	-1.73878938e+005	2.88567246e+004	3.59598063e+005	-5.20041211e+003
1.40000000e+000	1.53164590e+004	-1.68951831e+003	-1.73875625e+005	2.91032793e+004	3.44094969e+005	-5.10609668e+003
1.42500000e+000	1.54626387e+004	-1.73095874e+003	-1.73869578e+005	2.86538711e+004	3.36418813e+005	-5.46746631e+003
1.45000000e+000	1.54435781e+004	-1.61627527e+003	-1.73869125e+005	2.62112500e+004	3.29363625e+005	-5.68941504e+003
1.47500000e+000	1.52552510e+004	-1.36492456e+003	-1.73872891e+005	2.22645176e+004	3.21450625e+005	-5.42155225e+003
1.50000000e+000	1.50681426e+004	-1.14207178e+003	-1.73877281e+005	1.90388145e+004	3.14079813e+005	-4.95438525e+003
1.52500000e+000	1.48779561e+004	-1.09524744e+003	-1.73870781e+005	1.85454160e+004	3.07840469e+005	-4.66270410e+003
1.55000000e+000	1.46968867e+004	-1.24779114e+003	-1.73871359e+005	2.10391016e+004	3.02601281e+005	-4.81114844e+003
1.57500000e+000	1.43403408e+004	-1.47741968e+003	-1.73870563e+005	2.47931855e+004	2.96510250e+005	-5.26281006e+003
1.60000000e+000	1.37290566e+004	-1.61403540e+003	-1.73872891e+005	2.75511094e+004	2.90010438e+005	-5.52152539e+003
1.62500000e+000	1.33658457e+004	-1.61968762e+003	-1.73875594e+005	2.86007500e+004	2.89373156e+005	-5.50408398e+003
1.65000000e+000	1.36658545e+004	-1.58669421e+003	-1.73877547e+005	2.88263672e+004	3.00098875e+005	-5.42097607e+003
1.67500000e+000	1.45732246e+004	-1.57790076e+003	-1.73875641e+005	2.90627402e+004	3.22110313e+005	-5.23858984e+003
